1,2,3,4,5,6,7,8,9,11,38
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,2,,,,,,,,,
,,,CLASIFICACION,,,,8,8,,38
CODIGO,CP,FA,LINEA,CATEGORIA,TP,CASA / CCIAL,PRODUCTO,PRESENTACIÓN,IVA,PRECIO
1IITR-11,BURIL,44662,PC,INSECTICIDA,EX,INTEROC,BURIL,BOLSA X 1 KG,0,224823.31400242299
2FGLG-07,CABOMAG K,45688,NV,FERTIRRIEGO,EX,MP GALAGRO,CABOMAG K,BIDON X 1 LT,0,42122.43
1FBSF-30,CABRIO TOP,45062,PC,FUNGICIDA,AL,BASF,CABRIO TOP,BOLSA X 500 GR,0,48128.295454545456
2ECAL-01,CAL AGRICOLA,44931,NV,ENMIENDA,CO,VARIOS,CAL AGRICOLA (CARBONATO  CALCIO),BULTO X 50 KG,0.19,26366.865454545448
2ECAL-09,CAL APAGADA,44970,NV,ENMIENDA,CO,VARIOS,CAL APAGADA (HIDROX DE CALCIO),BULTO X 50 KG,0.19,50904.436363636356
2ECAL-03,CAL DOLOMITA,44931,NV,ENMIENDA,CO,VARIOS,CAL DOLOMITA ,BULTO X 50 KG,0,24003.636363636364
2ECAL-04,CAL VIVA,44931,NV,ENMIENDA,CO,VARIOS,CAL VIVA ,BULTO X 50 KG,0.19,54363.63636363636
2FSVC-06,CALCI TECH CS,45436,NV,FERTIRRIEGO,EX,SAVITOL,CALCI TECH CS,BIDON X 1 LT,0,127485.504
1AACU-03,CALCIBOR SYS,44586,NV,FOLIAR,AL,SYS,CALCIBOR SYS,BOLSA X 1 KG,0,22268.664496212146
2SGEN-15,CALCIBOR TECNIFEED,44921,NV,FERTIRRIEGO,DT,PRECISAGRO,CALCIBOR TECNIFEED,BULTO X 25 KG,0,146251.16351999997
2FGLG-10,CALCIORIGEN SC,46045,NV,FERTIRRIEGO,DT,MP GALAGRO,CALCIORIGEN SC,BIDON X 1 LT,0,38588.94
2FGLG-11,CALCIORIGEN SC,46045,NV,FERTIRRIEGO,DT,MP GALAGRO,CALCIORIGEN SC,GARRAFA X 5 LT,0,179385.78600000002
1AMAG-35,CALCIPHITE SC,45972,NV,FOLIAR,DT,MAGRO,CALCIPHITE SC,BIDON X 1 LT,0,97047.76400000001
1RINN-05,CALHARD,45017,NV,FOLIAR,EX,INNOVAK,CALHARD,BIDON X 1 LT,0,49933.099690434785
1RINN-10,CALHARD,45702,NV,FOLIAR,EX,INNOVAK,CALHARD,CANECA X 20 LT,0,1188579.7439999999
2SGEN-14,CALMAG,44868,NV,FERTIRRIEGO,CO,PRECISAGRO,CALMAG,BULTO X 25 KG,0,114552.144
1FSEI-04,CALSEI,46139,NV,FOLIAR,EX,SEIPASA,CALSEI,BIDON X 1 LT,0,33669.924480000009
1FSEI-05,CALSEI,46139,NV,FOLIAR,EX,SEIPASA,CALSEI,GALON X 5 LT,0,161795.81692800001
1FSEI-06,CALSEI,46139,NV,FOLIAR,EX,SEIPASA,CALSEI,BIDON X 20 LT,0,631097.20961280004
1HINV-22,CAMPERO 304 SL,45720,PC,HERBICIDA,DT,INVESA,CAMPERO 304 SL,BIDON X 4 LT,0,104434.19099999999
1HINV-17,CAMPERO 304 SL,45540,PC,HERBICIDA,DT,INVESA,CAMPERO 304 SL,BIDON X 1 LT,0,28888.920000000006
1HINV-18,CAMPERO 304 SL,45540,PC,HERBICIDA,DT,INVESA,CAMPERO 304 SL,CANECA X 20 LT,0,490590
1CCPF-07,CAMPO OIL EC,45841,PC,COADYUVANTE,EX,CAMPOFERT,CAMPO OIL EC,GALON X 4 LT,0,123472.46400000001
1CCPF-06,CAMPO OIL EC,45841,PC,COADYUVANTE,EX,CAMPOFERT,CAMPO OIL EC,BIDON X 1 LT,0,31822.799999999999
1ACPF-10,HUMUS 15 ,45017,BIA,ACOND SUELOS,EX,CAMPOFERT,CAMPOFERT HUMUS 15 ,BIDON X 1 LT,0,27555.84
1ACPF-12,HUMUS 15 ,45017,BIA,ACOND SUELOS,EX,CAMPOFERT,CAMPOFERT HUMUS 15 ,CANECA X 20 LT,0,523296
2ACPF-01,CAMPOFOS GREEN,44966,NV,EDAFICO,EX,CAMPOFERT,CAMPOFOS GREEN,BULTO X 50 KG,0,169706.88
1IINV-01,CANDONGA 1.8 EC,44543,PC,ACARICIDA,DT,INVESA,CANDONGA 1.8 EC,BIDON X 1 LT,0,42985.62
1IINV-15,CANDONGA 1.8 EC,46128,PC,ACARICIDA,DT,INVESA,CANDONGA 1.8 EC,BIDON X 4 LT,0,167163.264
1FBSF-16,CANTUS WG,45052,PC,FUNGICIDA,AL,BASF,CANTUS WG,BOLSA X 1 KG,0,315436.48645999999
1OBIO-04,CAÑACROP SC,44977,NV,FOLIAR,EX,BIO-CROP,CAÑACROP SC,BIDON X 1 LT,0,26834.847499999996
1OBIO-07,CAÑACROP SC,44977,NV,FOLIAR,EX,BIO-CROP,CAÑACROP SC,CANECA X 20 LT,0,355970.71249999991
1FFDA-05,CARBENDAZIM 500 SC ,44956,PC,FUNGICIDA,DT,FEDEARROZ,CARBENDAZIM 500 SC ,BIDON X 1 LT,0,37114.237964159998
1AINN-13,CARBOXY BORO,45176,NV,FOLIAR,EX,INNOVAK,CARBOXY BORO,BIDON X 1 LT,0,32476.2048
1AINN-04,CARBOXY CA,45017,NV,FOLIAR,EX,INNOVAK,CARBOXY CA,BIDON X 1 LT,0,28549.778399999999
1AINN-05,CARBOXY CA,45017,NV,FOLIAR,EX,INNOVAK,CARBOXY CA,CANECA X 10 LT,0,268860.38399999996
1AINN-06,CARBOXY K,45017,NV,FOLIAR,EX,INNOVAK,CARBOXY K,BIDON X 1 LT,0,35670.585599999999
1AINN-08,CARBOXY LIQUIDO,45017,BIA,ACOND SUELOS,EX,INNOVAK,CARBOXY LIQUIDO,BIDON X 1 LT,0,39264.26400000001
1CAGS-01,CARRIER,45017,PC,COADYUVANTE,AL,COLINAGRO,CARRIER ,BIDON X 1 LT,0,36174.785162352942
1CAGS-02,CARRIER,45017,PC,COADYUVANTE,AL,COLINAGRO,CARRIER ,GARRAFA X 4 LT,0,126933.47241752943
1CAGS-04,CARRIER,45673,PC,COADYUVANTE,AL,COLINAGRO,CARRIER ,CANECA X 20 LT,0,557266.58255529427
1FINV-01, CENTAURO 720 SC ,45496,PC,FUNGICIDA,DT,INVESA,CENTAURO 720 SC,BIDON X 1 LT,0,34615.782000000007
1FCER-01,CERAQUINT,45017,PC,FUNGICIDA,EX,CERADIS,CERAQUINT SP,BOLSA X 1 KG,0,41793.351111111107
1AMCF-20,CEROSTRESS,45052,BIA,BIOESTIMULANTE,DT,MICROFERTISA,CEROSTRESS,BIDON X 1 LT,0,51369.899571199996
8PCRY-79,CHRYSAL AIREZEN,46177,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL AIREZEN,FRASCO X 50 GR,0.19,136162.20799999998
8PCRY-80,CHRYSAL AIREZEN,46177,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL AIREZEN,FRASCO X 100 GR,0.19,214717.32800000001
8PCRY-81,CHRYSAL AIREZEN,46177,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL AIREZEN,FRASCO X 250 GR,0.19,460856.70399999997
8PCRY-82,CHRYSAL AIREZEN,46177,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL AIREZEN,FRASCO X 500 GR,0.19,867772.22560000001
8PCRY-77,CHRYSAL AMPLIFY,46177,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL AMPLIFY,GALON X 4 LT,0.19,209480.32000000001
8PCRY-10,CHRYSAL ARRIVE ALIVE S-BLOCK ,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL ARRIVE ALIVE S-BLOCK ,CAJA X 200 UDS,0.19,207974.97945760001
8PCRY-71,CHRYSAL ARRIVE ALIVE S-BLOCK SMALL,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL ARRIVE ALIVE S-BLOCK SMALL,CAJA X 300 UDS,0.19,236657.75057168002
8PCRY-12,CHRYSAL AVB,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL AVB,BIDON X 1 LT,0.19,481556.64585600002
8PCRY-13,CHRYSAL AVB,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL AVB,CANECA X 20 LT,0.19,9305829.6164928023
8PCRY-11,CHRYSAL AVB BOOSTER,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL AVB BOOSTER,BIDON X 1 LT,0.19,137754.38596608001
8PCRY-14,CHRYSAL AVB PLUS,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL AVB PLUS,CANECA X 20 LT,0.19,9114778.4716800004
8PCRY-75,CHRYSAL BIOB UNIVERSAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL BIOB UNIVERSAL,CAJA SACHETS 10 X 1000 UDS,0.19,215347.63932000005
8PCRY-76,CHRYSAL BIOB UNIVERSAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL BIOB UNIVERSAL,CAJA SACHETS 5 X 2000 UDS,0.19,223680.09311999998
8PCRY-16,CHRYSAL BVB,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL BVB,BIDON X 1 LT,0.19,2025161.7706143199
8PCRY-18,CHRYSAL CLASSIC,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL CLASSIC,CAJA SACHETS 10 X 1000 UDS,0.19,136524.53413920003
8PCRY-19,CHRYSAL CLASSIC,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL CLASSIC,CAJA SACHETS 5 X 2000 UDS,0.19,136524.53413920003
8PCRY-17,CHRYSAL CLASSIC CN,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL CLASSIC CN,CANECA X 30 LB,0.19,163009.21560000003
8PCRY-15,CHRYSAL COMBO BATIN #1 + BATIN #2 ,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL COMBO BATIN #1 + BATIN #2 ,COMBO X 2 LTS,0.19,677222.17826912005
8PCRY-78,CHRYSAL CVB,46177,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL CVB,CANECA X 6 KG,0.19,269192
8PCRY-01,CHRYSAL DIP & WASH ,45463,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL DIP & WASH ,BIDON X 1 LT,0.19,222022.95416000002
8PCRY-20,CHRYSAL EB SHEET ROLL,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL EB SHEET ROLL,ROLL X 1800 HOJAS,0.19,1061512.60968
8PCRY-21,CHRYSAL ESSENTIAL HW,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL ESSENTIAL HW,CANECA X 20 LT,0.19,320812.52641280001
8PCRY-72,CHRYSAL ESSENTIAL SW,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL ESSENTIAL SW,CANECA X 20 LT,0.19,293051.64064
8PCRY-22,CHRYSAL FRESH LINER 1100,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL FRESH LINER 1100,CAJA  X 150 UDS,0.19,672808.21844640002
8PCRY-26,CHRYSAL FRESH LINER 400,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL FRESH LINER 400,CAJA X 500 UDS,0.19,776740.45774079999
8PCRY-25,CHRYSAL FRESH LINER 500,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL FRESH LINER 500,CAJA X 250 UDS,0.19,458507.99942999997
8PCRY-24,CHRYSAL FRESH LINER 750,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL FRESH LINER 750,CAJA X 250 UDS,0.19,638372.47808200005
8PCRY-69,CHRYSAL FVB,45966,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL FVB,CANECA X 20 LT,0.19,700299.25602000009
8PCRY-27,CHRYSAL HVB,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL HVB,BIDON X 1 LT,0.19,58027.54492800001
8PCRY-28,CHRYSAL HVB,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL HVB,GALON X 4 LT,0.19,207283.65699439999
8PCRY-29,CHRYSAL HVB,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL HVB,CANECA X 20 LT,0.19,845452.39676159993
8PCRY-30,CHRYSAL LEAFSHINE,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL LEAFSHINE,FRASCO X 750 CC,0.19,32465.708879999998
8PCRY-31,CHRYSAL OPTIGYP,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL OPTIGYP,BULTO X 25 KG,0.19,153372.699612
8PCRY-32,CHRYSAL OVB,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL OVB,GALON X 4 LT,0.19,146468.63974400001
8PCRY-33,CHRYSAL PROFESSIONAL #2,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL PROFESSIONAL #2,GALON X 4 LT,0.19,117827.81706400002
8PCRY-34,CHRYSAL PROFESSIONAL #2,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL PROFESSIONAL #2,CANECA X 20 LT,0.19,498151.38314240001
8PCRY-35,CHRYSAL PROFESSIONAL #3,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL PROFESSIONAL #3,BULTO X 20 KG,0.19,385448.10671309597
8PCRY-36,CHRYSAL PROFESSIONAL #3,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL PROFESSIONAL #3,CANECA X 5 KG,0.19,100064.8585152
8PCRY-37,CHRYSAL RVB,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL RVB,CANECA X 60 LT,0.19,2432479.9769815998
8PCRY-38,CHRYSAL RVB,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL RVB,BIDON X 1 LT,0.19,57559.580856
8PCRY-39,CHRYSAL RVB,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL RVB,GALON X 4 LT,0.19,205392.46118400001
8PCRY-40,CHRYSAL RVB,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL RVB,CANECA X 20 LT,0.19,833591.02252799983
8PCRY-41,CHRYSAL RVB CLEAR,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL RVB CLEAR,CANECA X 200 LT,0.19,7319870.6646497604
8PCRY-42,CHRYSAL RVB CLEAR,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL RVB CLEAR,CANECA X 20 LT,0.19,986506.41911999986
8PCRY-43,CHRYSAL RVB CLEAR,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL RVB CLEAR,GALON X 4 LT,0.19,264667.72326800006
8PCRY-44,CHRYSAL SOLUCION INICIAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL SOLUCION INICIAL,CANECA X 15 KG,0.19,564894.03882280004
8PCRY-45,CHRYSAL SOLUCION INICIAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL SOLUCION INICIAL,CANECA X 1 KG,0.19,55698.815802800003
8PCRY-46,CHRYSAL SOLUCION INICIAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL SOLUCION INICIAL,CANECA X 6 KG,0.19,259359.26751600005
8PCRY-47,CHRYSAL TRANSPORT STICKER,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL TRANSPORT STICKER,ROLL X  2000 UNDS,0.19,1060320.1765199997
8PCRY-48,CHRYSAL UNIVERSAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL UNIVERSAL,CAJA SACHETS 10 X 1000 UDS,0.19,218044.92288320002
8PCRY-49,CHRYSAL UNIVERSAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL UNIVERSAL,CAJA SACHETS 5 X 2000 UDS,0.19,215681.83524479999
8PCRY-03,CHRYSAL VIDENTI 230 SC,45463,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL VIDENTI 230 SC,BIDON X 1 LT,0,593311.03342400002
8PCRY-02,CHRYSAL VIVA,45463,DPV,POSCOSECHA,DT,CHRYSAL,CHRYSAL VIVA,BIDON X 1 LT,0,510995.07044799998
1AOSM-01,CINC-PRO 850n,45017,NV,MICROS,EX,OSMOXYZ,CINC-PRO 850n,BIDON X 1 LT,0,79626.905280000006
1EIJS-01,CITROEMULSION,44575,BIO,ACARICIDA,DT,JARSIERRA,CITROEMULSION,BIDON X 1 LT,0,32890.528124999997
1EIJS-03,CITROEMULSION,44575,BIO,ACARICIDA,DT,JARSIERRA,CITROEMULSION,CANECA X 20 LT,0,607174.45499999996
1EIJS-02,CITROEMULSION,44575,BIO,ACARICIDA,DT,JARSIERRA,CITROEMULSION,GARRAFA X 4 LT,0,127876.613125
1DSVC-02,CLEAN CROP CS,45436,BIO,DESINFECTANTE,EX,SAVITOL,CLEAN CROP CS,BIDON X 1 LT,0,189088.70400000003
2FSVC-07,CLEAN TECH CE,45436,NV,FERTIRRIEGO,EX,SAVITOL,CLEAN TECH CE,BOLSA X 5 KG,0,715972.26240000012
1CTCQ-01,CLEFIX SL,45623,PC,COADYUVANTE,DT,TECNOQUIMICAS,CLEFIX SL,BIDON X 1 LT,0.19,80639.453600000008
2ASQM-01,CLORURO DE POTASIO ESTÁNDAR,44888,NV,EDAFICO,EX,SQM,CLORURO DE POTASIO ESTÁNDAR,BULTO X 50 KG,0,134534.66666666669
2ASQM-02,CLORURO DE POTASIO GR ROJO,45583,NV,EDAFICO,EX,SQM,CLORURO DE POTASIO GR ROJO (MOP),BULTO X  50 KG,0,115568.56000000001
2AACU-01,COACH CS,44586,BIA,ACOND SUELOS,DT,SYS,COACH CS,CANECA X 20 LT,0,540961.73495519126
4PSMS-02,COCO POWER 70 WASHED,45171,DPV,SEMILLAS,DT,SAENZ FETY,COCO POWER 70 WASHED,BOLSA X  KG ,0,7590
1FBSF-19,COLLIS SC ,45062,PC,FUNGICIDA,AL,BASF,COLLIS SC ,BIDON X 1 LT,0,177575.38699999996
8CIQA-01,COLORANTE AZUL,42802,DPV,COLORANTE,EX,CABARRIA,COLORANTE AZUL,CAJA X 500 GR,0.19,27749.828571428578
8CIQA-02,COLORANTE ROJO TOMATE,44972,DPV,COLORANTE,EX,CABARRIA,COLORANTE ROJO TOMATE,CAJA X 500 GR,0.19,23704.457142857147
8CIQA-05,COLORANTE VERDE MENTA,43000,DPV,COLORANTE,EX,CABARRIA,COLORANTE VERDE MENTA,CAJA X 500 GR,0.19,25549.71428571429
1IBAY-06,CONFIDOR SC 350 ,44458,PC,INSECTICIDA,EX,BAYER,CONFIDOR SC 350 ,FRASCO X 500 CC,0,77734.560640000011
1IBAY-62,CONNECT DUO OD 300,45021,PC,INSECTICIDA,EX,BAYER,CONNECT DUO OD 300,BIDON X 1 LT,0,215885.96664000006
1FBAY-40,CONSENTO SC,44275,PC,FUNGICIDA,DB,GOWAN,CONSENTO SC,FRASCO X 500 CC,0,58106.917647058821
1CCOS-02,COSMO AGUAS,44775,PC,COADYUVANTE,DT,COSMOAGRO,COSMO AGUAS,BOLSA X 1 KG,0.19,67134.152842105279
1AMCF-04,CRECER 500 ,45052,NV,FOLIAR,DT,MICROFERTISA,CRECER 500 ,BOLSA X 900 GR,0,12773.152000000002
1MBIO-07,CRONOX WP,44532,BIO,INSECTICIDA,EX,BIO-CROP,CRONOX WP,FRASCO X 500 GR,0,32779.485000000001
1ATCQ-02,CROPSTAR,44972,NV,FOLIAR,DT,TECNOQUIMICAS,CROPSTAR,BIDON X 1 LT,0,93779.433876210533
1AARI-04,CROPTIMUM SC,45714,BIA,ACOND SUELOS,DT,PETI ROUGE,CROPTIMUM SC,GALON X 5 LT,0,1294612.5
1DMAG-01,CUMBRE WP,45017,DPV,DESINFECTANTE,DT,MAGRO,CUMBRE WP,SOBRE X 200 GR,0,176655.47752173911
1IBAY-78,CURBIX SC 200,45526,PC,INSECTICIDA,EX,BAYER,CURBIX SC 200,BIDON X 1 LT,0,139671.58504000001
1IBAY-79,CURBIX SC 200,45526,PC,INSECTICIDA,EX,BAYER,CURBIX SC 200,FRASCO X 500 CC,0,70102.85100000001
1DASV-07,CUTTER PRINT AZUL,44666,DPV,DESINFECTANTE,EX,AGROLOGICA,CUTTER PRINT AZUL,BIDON X 1 LT,0.19,145064.8518776471
1DASV-11,CUTTER PRINT ROJO,44666,DPV,DESINFECTANTE,EX,AGROLOGICA,CUTTER PRINT ROJO,BIDON X 1 LT,0.19,174078.34593882356
1FRNB-01,CYFAMOX XTRA,45720,PC,FUNGICIDA,EX,RAINBOW,CYFAMOX XTRA,BOLSA X 500 GR,0,96049.871191680009
1FTCQ-09,CYMOZEB,44972,PC,FUNGICIDA,DT,TECNOQUIMICAS,CYMOZEB,BOLSA X 500 GR,0,14181.329431578948
1FDVA-04,CYPROXONIL 62 WG DVA,45855,PC,FUNGICIDA,DT,DVA,CYPROXONIL 62 WG DVA,BOLSA X 500 GR,0,245916
1FDVA-01,CYPROXONIL 62 WG DVA,45595,PC,FUNGICIDA,DT,DVA,CYPROXONIL 62 WG DVA,BOLSA X 150 GR,0,70794
1FSYN-01,DACONIL 720 SC,45021,PC,FUNGICIDA,DB,SYNGENTA,DACONIL 720 SC,BIDON X 1 LT,0,37693.550000000003
1ISUM-09,DANISARABA 20 SC ,44984,PC,ACARICIDA,DT,CHRYSAL,DANISARABA 20 SC ,FRASCO X 500 CC,0,221480.44487999997
1IBSF-24,DAVANTOR SC,45052,PC,INSECTICIDA,AL,BASF,DAVANTOR SC,BIDON X 1 LT,0,457951.85021590901
2FSVC-08,DEFENSER TECH CE,45436,NV,FERTIRRIEGO,EX,SAVITOL,DEFENSER TECH CE,BIDON X 1 LT,0,192440.448
2FSVC-03,DESESTRES P CS,45436,NV,FOLIAR,EX,SAVITOL,DESESTRES P CS,BIDON X 1 LT,0,78838.848000000013
1HINV-03,DESTIERRO 200 SL,45496,PC,HERBICIDA,DT,INVESA,DESTIERRO 200 SL,CANECA X 20 LT,0,440082.72000000009
1HINV-23,DESTIERRO 200 SL,45540,PC,HERBICIDA,DT,INVESA,DESTIERRO 200 SL,BIDON X 1 LT,0,26615.232000000004
1IMAG-03,DICARZOL 50 SP,45017,PC,INSECTICIDA,DT,MAGRO,DICARZOL 50 SP,BOLSA X 1 KG,0,360778.62543478259
1FSEI-10,DINAMICO 150,46139,NV,FOLIAR,EX,SEIPASA,DINAMICO 150,BIDON X 1 LT,0,62308.824912000011
1IBAY-68,DINASTIA 100 EC,44458,PC,INSECTICIDA,EX,BAYER,DINASTIA 100 EC,BIDON X 1 LT,0,195260.83480000001
1DVAS-01,DIOXIDO DE CLORO - BYOXAL ,44942,DPV,DESINFECTANTE,EX,VASIMEX,DIOXIDO DE CLORO - BYOXAL ,CANECA X 20 LT,0.19,393555.55555555562
1MBAY-02,DIPEL WG ,44458,BIO,INSECTICIDA,EX,BAYER,DIPEL WG ,BOLSA X 500 GR,0,94536.695999999996
8CBSF-02,DISPERSION AZUL,44970,DPV,COLORANTE,EX,CONQUIMICA,DISPERSION AZUL,BOLSA X 1 KG,0.19,75798.8
8CBSF-03,DISPERSION ROJA,44663,DPV,COLORANTE,EX,CONQUIMICA,DISPERSION ROJA,BOLSA X 1 KG,0.19,118679.26400000001
8CBSF-01,DISPERSION VERDE,44970,DPV,COLORANTE,EX,CONQUIMICA,DISPERSION VERDE,BOLSA X 1 KG,0.19,90020.098666666672
1BCPF-03,DKP 500,45017,BIA,BIOESTIMULANTE,EX,CAMPOFERT,DKP 500,BIDON X 1 LT,0,57695.040000000001
1AALC-10,DRAGON FIRE,44718,BIO,FOLIAR,EX,AGROLOGICA,DRAGON FIRE,BIDON X 1 LT,0,57139.735130000001
1AALC-11,DRAGON FIRE,44718,BIO,FOLIAR,EX,AGROLOGICA,DRAGON FIRE,GALON X 4 LT,0,228239.80632000003
2SFER-03,DURASOP ELITE 101017,44648,NV,EDAFICO,DT,FERTINAGRO,DURASOP ELITE 10-10-17,BULTO X 50 KG,0,283360
1FBSF-36,DURAVEL WP,45052,BIO,FUNGICIDA,AL,BASF,DURAVEL WP,BOLSA X 500 GR,0,155545.84644843749
1OFER-01,EFISOIL HUMUS,44200,BIA,ACOND SUELOS,DT,FERTINAGRO,EFISOIL HUMUS,BOLSA X 1 KG,0,51025.564400000003
1BFER-02,EFISOIL SUPERBIA,44833,BIA,BIOESTIMULANTE,DT,FERTINAGRO,EFISOIL SUPERBIA,BOLSA X 1 KG,0,125212
1FBSF-28,ELMUS SC,45052,PC,FUNGICIDA,AL,BASF,ELMUS SC ,BIDON X 1 LT,0,526599.16224999994
1FBAY-13,ELOSAL 720 SC,44458,PC,FUNGICIDA,EX,BAYER,ELOSAL 720 SC,BIDON X 1 LT,0,30177.608240000001
1FBAY-56,ELOSAL 720 SC,44458,PC,FUNGICIDA,EX,BAYER,ELOSAL 720 SC,GALON X 5 LT,0,142845.47236000001
1EFUN-04,EM FUNDASES,45266,BIA,INOCULANTE,DT,FUNDASES,EM FUNDASES,CANECA X 20 LT,0,208940.62500000003
1EFUN-02,EM FUNDASES,44812,BIA,INOCULANTE,DT,FUNDASES,EM FUNDASES,GALON X 4 LT,0,51074.375
1EIBC-08,EMAGRO SC,45734,NV,FOLIAR,DT,IBICOL,EMAGRO SC,BIDON X 20 LT,0,146257.92000000001
1EIBC-07,EMAGRO SC,45734,NV,FOLIAR,AL,IBICOL,EMAGRO SC,GALON X 4 LT,0,35024.400000000001
1ISYN-29,ENGEO 247 SC,44706,PC,INSECTICIDA,DB,SYNGENTA,ENGEO 247 SC,BIDON X 1 LT,0,193740.80599999998
2FSVC-02,ENGORDE K CS,45436,NV,FOLIAR,EX,SAVITOL,ENGORDE K CS,BIDON X 1 LT,0,84157.92
1BOMS-01,ENHANCER,45017,BIA,BIOESTIMULANTE,EX,OSMOXYZ,ENHANCER,BIDON X 1 LT,0,124707.97800000003
1BOMS-04,ENHANCER,45448,BIA,BIOESTIMULANTE,EX,OSMOXYZ,ENHANCER,BIDON X 4 LT,0,464013.68400000001
1OIBC-06,EOCULTURE CALFLUX,45734,NV,FOLIAR,DT,IBICOL,EOCULTURE CALFLUX,BIDON X 1 LT,0,92225.952000000005
1OIBC-07,EOCULTURE CALFLUX,45734,NV,FOLIAR,DT,IBICOL,EOCULTURE CALFLUX,BIDON X 5 LT,0,441754.56000000006
1OIBC-03,EOCULTURE NHDELTA CA,45734,NV,FOLIAR,DB,IBICOL,EOCULTURE NHDELTA CA,BIDON X 5 LT,0,175122
1OIBC-04,EOCULTURE NHDELTA CA,45734,NV,FOLIAR,DB,IBICOL,EOCULTURE NHDELTA CA,BIDON X 20 LT,0,596781
1OIBC-02,EOCULTURE NHDELTA CA,45734,NV,FOLIAR,DB,IBICOL,EOCULTURE NHDELTA CA,BIDON X 1 LT,0,36763.199999999997
1OIBC-05,EOCULTURE TIKKUN SC,45734,NV,FOLIAR,AL,IBICOL,EOCULTURE TIKKUN SC,BIDON X 1 LT,0,100027.69920000002
1ISUM-03,EPINGLE,44775,PC,INSECTICIDA,AL,SUMMITAGRO,EPINGLE ,FRASCO X 500 CC,0,117218.09325292177
1ISUM-07,EPINGLE,44775,PC,INSECTICIDA,AL,SUMMITAGRO,EPINGLE ,FRASCO X 100 CC,0,53617.399734005005
1BBPN-01,ERGOSTIM,44873,BIA,REGULADOR,DB,GOWAN,ERGOSTIM ,BIDON X 1 LT,0,150491.25000000003
1RBAY-05,ETHREL 48 SL,45021,BIA,REGULADOR,EX,BAYER,ETHREL 48 SL,BIDON X 1 LT,0,341747.07840000006
