1,2,3,4,5,6,7,8,9,11,38
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,2,,,,,,,,,
,,,CLASIFICACION,,,,8,8,,38
CODIGO,CP,FA,LINEA,CATEGORIA,TP,CASA / CCIAL,PRODUCTO,PRESENTACIÓN,IVA,PRECIO
1FSUM-19,ETOFIN 10 SC,44861,PC,FUNGICIDA,AL,SUMMITAGRO,ETOFIN 10 SC,GALON X 4 LT,0,727202.90441932483
8PCRY-04,EVERFLOR CLORO,45463,DPV,POSCOSECHA,DT,CHRYSAL,EVERFLOR CLORO,GALON X 4 LT,0.19,127600.44806400001
8PCRY-05,EVERFLOR CLORO,45463,DPV,POSCOSECHA,DT,CHRYSAL,EVERFLOR CLORO,CANECA X 20 LT,0.19,573185.28859200003
8PCRY-50,EVERFLOR KIT CLORO,45909,DPV,POSCOSECHA,DT,CHRYSAL,EVERFLOR KIT CLORO,UNIDAD,0.19,139356.78287999998
8PCRY-51,EVERFLOR KIT STS,45909,DPV,POSCOSECHA,DT,CHRYSAL,EVERFLOR KIT STS,UNIDAD,0.19,139356.78287999998
8PCRY-52,EVERFLOR REPUESTO SOLUC#1 KIT CLORO,45909,DPV,POSCOSECHA,DT,CHRYSAL,EVERFLOR REPUESTO SOLUC#1 KIT CLORO,FRASCO X 15 CC,0.19,41843.693919999998
8PCRY-53,EVERFLOR REPUESTO SOLUC#2 KIT CLORO,45909,DPV,POSCOSECHA,DT,CHRYSAL,EVERFLOR REPUESTO SOLUC#2 KIT CLORO,FRASCO X 15 CC,0.19,41843.693919999998
8PCRY-54,EVERFLOR REPUESTO SOLUC#A KIT STS,45909,DPV,POSCOSECHA,DT,CHRYSAL,EVERFLOR REPUESTO SOLUC#A KIT STS,FRASCO X 15 CC,0.19,43205.166371200008
8PCRY-55,EVERFLOR ROSAS,45909,DPV,POSCOSECHA,DT,CHRYSAL,EVERFLOR ROSAS,CANECA X 20 LT,0.19,533661.14032960008
8PCRY-56,EVERFLOR ROSAS,45909,DPV,POSCOSECHA,DT,CHRYSAL,EVERFLOR ROSAS,GALON X 4 LT,0.19,111323.67757120001
1MBIO-56,FARMIX EXTRACTOS SC,45875,BIO,FUNGICIDA,EX,BIO-CROP,FARMIX EXTRACTOS SC,BIDON X 1 LT,0,76271.22
1IBSF-08,FASTAC 10 EC ,45052,PC,INSECTICIDA,AL,BASF,FASTAC 10 EC ,BIDON X 1 LT,0,59450.609992499994
2CPCA-01,FERTICROP PASTOS 30-8-3,46127,NV,EDAFICO,DT,PRECISAGRO,FERTICROP PASTOS 30-8-3,BULTO X 50 KG,0,243432
1EIBC-09,FERTIDIAT SILICIO 60%,45734,NV,FOLIAR,DT,IBICOL,FERTIDIAT SILICIO 60%,BULTO X 25 KG,0,180596.736
2AGLG-01,FERTIESPECIAL,45688,NV,EDAFICO,EX,MP GALAGRO,FERTIESPECIAL,BULTO X 46 KG,0,139765.5
1BSVC-01,FERTIHUMUS CS,45436,BIA,ACOND SUELOS,EX,SAVITOL,FERTIHUMUS CS,BIDON X 1 LT,0,33225.984000000004
2FINV-03,FERTINVESA D SC,46080,NV,FOLIAR,DT,INVESA,FERTINVESA D SC,BIDON X 1 LT,0,42106.284000000007
2FINV-06,FERTINVESA D SC,46128,NV,FOLIAR,DT,INVESA,FERTINVESA D SC,CANECA X 20 LT,0,717127.07400000002
2FINV-05,FERTINVESA INICIO,46080,NV,FERTIRRIEGO,DT,INVESA,FERTINVESA INICIO,BULTO X 25 KG,0,385457.18400000001
2FINV-08,FERTINVESA K FOSFITO POTASIO SC,46211,NV,FERTIRRIEGO,DT,INVESA,FERTINVESA K,BIDON X 1 LT,0,28334.988000000001
2FINV-09,FERTINVESA K FOSFITO POTASIO SC,46211,NV,FERTIRRIEGO,DT,INVESA,FERTINVESA K,BIDON X 4 LT,0,107139.88800000001
2FINV-10,FERTINVESA K FOSFITO POTASIO SC,46211,NV,FERTIRRIEGO,DT,INVESA,FERTINVESA K,CANECA X 20 LT,0,475835.0400000001
2FINV-07,FERTINVESA K FOSFITO POTASIO SC,46128,NV,FERTIRRIEGO,DT,INVESA,FERTINVESA K FOSFITO POTASIO SC,BIDON X 1 LT,0,38798.838000000003
2FINV-04,FERTINVESA PRODUCCION,46080,NV,FERTIRRIEGO,DT,INVESA,FERTINVESA PRODUCCION,BULTO X 25 KG,0,368243.06400000001
1ABSF-18,FETRILON COMBI,44438,NV,MICROS,DT,COMPO,FETRILON COMBI,BOLSA X 1 KG,0.19,144388.88888888888
1FTCQ-14,FEUDAL TOP SC,44972,PC,FUNGICIDA,DT,TECNOQUIMICAS,FEUDAL TOP SC,BIDON X 1 LT,0,118634.36799999999
1HBAY-08,FINALE SL150,45052,PC,HERBICIDA,AL,BASF,FINALE SL150,BIDON X 1 LT,0,59166.882102272728
1HBAY-07,FINALE SL150,45052,PC,HERBICIDA,AL,BASF,FINALE SL150,GALON X 5 LT,0,270094.16654999997
1AMCF-27,FITOKAL-B,45052,BIO,INDUCTOR,DT,MICROFERTISA,FITOKAL-B,BIDON X 1 LT,0,66866.899679999988
1AMCF-26,FITOKAL-B,45052,BIO,INDUCTOR,DT,MICROFERTISA,FITOKAL-B,GALON X 4 LT,0,242506.33679999996
1FBAY-16,FITORAZ WP 76 ,44458,PC,FUNGICIDA,EX,BAYER,FITORAZ WP 76 ,BOLSA X 500 GR,0,30715.540080000002
1FTCQ-12,FIXOL 80 WP ,44972,PC,FUNGICIDA,DT,TECNOQUIMICAS,FIXOL 80 WP ,BOLSA X 1 KG,0,30016.812673684213
8TFLF-03,FLORALIFE QUICK,44678,DPV,POSCOSECHA,DT,FLORALIFE,FLORALIFE QUICK DIP,GALON X 4 LT,0.19,48477.577846153843
1FPUN-02,FLORASOL,45017,DPV,DESINFECTANTE,EX,PROM UNIDAS,FLORASOL,BIDON X 1 LT,0.19,72758.496774193554
8TFLO-01,FLORISSIMA 125,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA 125,CANECA X 20 LT,0.19,1293134.0487804881
8TFLO-21,FLORISSIMA 125,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA 125,GALON X 4 LT,0.19,258626.80975609762
8TFLO-02,FLORISSIMA 225,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA 225,CUÑETE X 3 KG,0.19,56707.902439024401
8TFLO-03,FLORISSIMA 325,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA 325,CANECA X 20 LT,0.19,118262.6341463415
8TFLO-04,FLORISSIMA 525,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA 525,BIDON X 1 LT,0.19,48952.975609756104
8TFLO-05,FLORISSIMA 825,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA 825,CANECA X 20 LT,0.19,126017.56097560977
8TFLO-06,FLORISSIMA 925,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA 925,CANECA X 20 LT,0.19,120201.36585365854
8TFLO-13,FLORISSIMA ACUA 1,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA ACUA 1,CANECA X 20 LT,0.19,240402.73170731709
8TFLO-14,FLORISSIMA ACUA 2,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA ACUA 2,CANECA X 20 LT,0.19,174485.85365853659
8TLFO-22,FLORISSIMA ACUA 2,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA ACUA 2,GALON X 4 LT,0.19,39259.317073170736
8TFLO-19,FLORISSIMA ACUA A,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA ACUA A,GALON X 4 LT,0.19,19775.063414634147
8TFLO-11,FLORISSIMA BIOCIDA,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA BIOCIDA,GALON X 4 LT,0.19,53121.248780487804
8TFLO-12,FLORISSIMA BIOCIDA ACIDA,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA BIOCIDA ACIDA,GALON X 4 LT,0.19,69018.848780487824
8TFLO-07,FLORISSIMA EXPERTA,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA EXPERTA,CANECA X 20 LT,0.19,168669.6585365854
8TFLO-08,FLORISSIMA HORTENSIA,44682,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA HORTENSIA,GALON X 4 LT,0.19,23652.526829268299
8TFLO-20,FLORISSIMA HYDRAMAX,45043,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA HYDRAMAX,GALON X 4 LT,0.19,71733.073170731703
8TFLO-15,FLORISSIMA KIT CLORO,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA KIT CLORO,UNIDAD,0.19,163338.14634146343
8TFLO-17,FLORISSIMA KIT STS,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA KIT STS,UNIDAD,0.19,155098.53658536586
8TFLO-09,FLORISSIMA PERFECTA HIDRATACIÓN,44682,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA PERFECTA HIDRATACIÓN,GALON X 4 LT,0.19,17448.585365853665
8TFLO-10,FLORISSIMA PLATAFIX,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA PLATAFIX,CANECA X 20 LT,0.19,314074.53658536589
8TFLO-16,FLORISSIMA REPUESTO CLORO,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA REPUESTO CLORO,UNIDAD,0.19,56223.21951219513
8TFLO-18,FLORISIMA STS,45017,DPV,POSCOSECHA,EX,BRENNTAG,FLORISSIMA STS,CANECA X 20 LT,0.19,1346322.7317073173
8PCRY-57,FLOWER GALLERY/HARRIS TEETER UNIV.,45909,DPV,POSCOSECHA,DT,CHRYSAL,FLOWER GALLERY/HARRIS TEETER UNIV.,CAJA SACHETS 10 X 1000 UDS,0.19,270991.22339200001
1FSHA-01,FLUDINIL WG,46001,PC,FUNGICIDA,DT,SHARDA,FLUDINIL WG,BOLSA X 500 GR,0,245916.32788799997
1IITR-01,FLUMITE,43203,PC,ACARICIDA,EX,INTEROC,FLUMITE,BIDON X 1 LT,0,620645.21739130421
1CCPF-02,FLUYEX,44832,PC,COADYUVANTE,EX,CAMPOFERT,FLUYEX,BIDON X 1 LT,0.19,21459.866666666661
1CCPF-04,FLUYEX,44977,PC,COADYUVANTE,EX,CAMPOFERT,FLUYEX,CANECA X 20 LT,0.19,397767.19999999995
1CCPF-03,FLUYEX,44977,PC,COADYUVANTE,EX,CAMPOFERT,FLUYEX,GALON X 4 LT,0.19,82571.466666666645
1FSEI-01,FOLIPLANT CABZN,46139,NV,FOLIAR,EX,SEIPASA,FOLIPLANT CABZN,BIDON X 1 LT,0,28662.379200000003
1FSEI-02,FOLIPLANT CABZN,46139,NV,FOLIAR,EX,SEIPASA,FOLIPLANT CABZN,GALON X 5 LT,0,138401.703648
1FSEI-03,FOLIPLANT CABZN,46139,NV,FOLIAR,EX,SEIPASA,FOLIPLANT CABZN,BIDON X 20 LT,0,544765.51339199999
1AFER-04,FOLITOP AMINOKUALIUM,44414,NV,FOLIAR,DT,FERTINAGRO,FOLITOP AMINOKUALIUM,BOLSA X 1 KG,0,48210.3
1AFER-03,FOLITOP AMINOPHOSZINC,44414,NV,FOLIAR,DT,FERTINAGRO,FOLITOP AMINOPHOSZINC,BOLSA X 1 KG,0,48210.3
1ASTO-19,FORGE,45052,BIA,BIOESTIMULANTE,EX,CORTEVA,FORGE ,BIDON X 1 LT,0,292986.93059999996
1FBSF-03,FORUM 500 WP,45052,PC,FUNGICIDA,AL,BASF,FORUM 500 WP ,SOBRE X 120 KG,0,14361.038999999999
1FBSF-20,FORUM SC,45052,PC,FUNGICIDA,AL,BASF,FORUM SC,BIDON X 1 LT,0,134107.47017045453
2AGEN-01,DAP,44691,NV,EDAFICO,CO,VARIOS,FOSFATO  DIAMONICO (DAP),BULTO X 50 KG,0,240350
2SSQM-06,MAP,44713,NV,FERTIRRIEGO,EX,SQM,FOSFATO MONOAMONICO AMILSOL MAP ,BULTO X 25 KG,0,212302.26666666669
2SSQM-07,MKP,44888,NV,FERTIRRIEGO,EX,SQM,FOSFATO MONOPOTASICO  AMILSOL MKP,BULTO X 25 KG,0,262506.66666666674
1OBIO-05,FOSFOLIP,44532,BIA,INOCULANTE,EX,BIO-CROP,FOSFOLIP,CANECA X 20 LT,0,1042801.83
1OBIO-09,FOSFOLIP,45546,BIA,INOCULANTE,EX,BIO-CROP,FOSFOLIP,GARRAFA X 4 LT,0,217030.18499999997
1IRNB-07,FREINBEE XTRA,45728,PC,INSECTICIDA,EX,RAINBOW,FREINBEE XTRA,BOLSA X 1 KG,0,528633.99014400004
1IRNB-08,FREINBEE XTRA,45728,PC,INSECTICIDA,EX,RAINBOW,FREINBEE XTRA,BOLSA X 200 GR,0,112223.22508800001
1ABIO-06,FUERZA PK SC,44925,BIO,INDUCTOR,EX,BIO-CROP,FUERZA PK SC,BIDON X 1 LT,0,47403.689999999988
3EPGE-08,FUMIG HANDY CO-45,44392,TN,FUMIGACION,DB,PROGEN,FUMIG HANDY 7 LTS CO-45,UNIDAD,0.05,149839.84800000003
3EPGE-04,FUMIG ACTIVA ROYAL CONDOR,44392,TN,FUMIGACION,DB,PROGEN,FUMIG. GARDEN 1.8 LT ROYAL CONDOR,UNIDAD,0.05,57735.612000000001
3EPGE-07,FUMIG ACTIVA ROYAL CONDOR,44392,TN,FUMIGACION,DB,PROGEN,FUMIG. ROYAL CONDOR ALIADA  20 LT,UNIDAD,0.05,360024.75
1MBIO-17,FUNBACTER,44977,DPV,DESINFECTANTE,EX,BIO-CROP,FUNBACTER,BIDON X 1 LT,0,37500.81
1MBIO-31,FUNBACTER,45673,DPV,DESINFECTANTE,EX,BIO-CROP,FUNBACTER,CANECA X 20 LT,0,626317.48499999999
1FINV-02,FURTIVO 250 SC,44686,PC,FUNGICIDA,DT,INVESA,FURTIVO 250 SC,BIDON X 1 LT,0,119054.27250000001
1HPRF-15,GALIGAN 240EC,45369,PC,HERBICIDA,AL,ADAMA,GALIGAN 240EC,BIDON X 1 LT,0,79766.203340399399
1AAMY-01,GAMBIA 500 SC,46122,PC,ACARICIDA,EX,AGROCHEMY,GAMBIA 500 SC,BIDON X 1 LT,0,505575
2FSVC-09,GENIUS TECH CE,45436,NV,FERTIRRIEGO,EX,SAVITOL,GENIUS TECH CE,BIDON X 1 LT,0,150232.32000000001
1HDOW-04,GOAL 480 EC ,45253,PC,HERBICIDA,DB,SUMMITAGRO,GOAL 480 EC ,BIDON X 1 LT,0,201298.94400000002
1HINV-21,GRAMAFIN SL,45496,PC,HERBICIDA,DT,INVESA,GRAMAFIN SL,CANECA X 20 LT,0,316550.91600000003
1HINV-07,GRAMAFIN SL,44959,PC,HERBICIDA,DT,INVESA,GRAMAFIN SL,BIDON X 1 LT,0,20018.947499999998
1HINV-08,GRAMAFIN SL,44959,PC,HERBICIDA,DT,INVESA,GRAMAFIN SL,GALON X 4 LT,0,75252.159
1AGEN-09,GREENBULL LAMINACT,45017,BIA,BIOESTIMULANTE,EX,PETI ROUGE,GREENBULL LAMINACT,BIDON X 1 LT,0,72670.186666666661
1AARI-02,GREENBULL ZINC,45017,BIA,BIOESTIMULANTE,EX,PETI ROUGE,GREENBULL ZINC ,BIDON X 1 LT,0,92000
1AARI-03,GREENBULL ZINC,45017,BIA,BIOESTIMULANTE,DT,PETI ROUGE,GREENBULL ZINC ,BIDON X 10  LT,0,900292.37333333329
1ABIO-12,GREENGO SL,45328,NV,FOLIAR,EX,BIO-CROP,GREENGO SL,CANECA X 20 LT,0,1273273.905
1ABIO-07,GREENGO SL,44284,NV,FOLIAR,EX,BIO-CROP,GREENGO SL,BIDON X 1 LT,0,71375.324999999997
1IITR-12,GRUYA SC,44977,PC,INSECTICIDA,EX,INTEROC,GRUYA SC,BIDON X 1 LT,0,66870.014871358697
2ATCQ-01,GUERRERO SL,45980,BIO,FERTILIZANTE,DT,TECNOQUIMICAS,GUERRERO SL ,BIDON X 1 LT,0,50340.947368421053
1AINN-14,HADDAK SC,45702,NV,FOLIAR,EX,INNOVAK,HADDAK SC,BIDON X 1 LT,0,149641.18182
8PCRY-58,HEB UNIVERSAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,HEB UNIVERSAL,CAJA SACHETS 10 X 1000 UDS,0.19,257221.10937120003
8PCRY-59,HEB UNIVERSAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,HEB UNIVERSAL,CAJA SACHETS 5 X 2000 UDS,0.19,259990.28957280001
1OGLG-03,HIDROBALANCE GEL,45688,NV,FOLIAR,EX,MP GALAGRO,HIDROBALANCE GEL,BIDON X 1 LT,0,43551.067499999997
1OGLG-04,HIDROBALANCE GEL,45688,NV,FOLIAR,EX,MP GALAGRO,HIDROBALANCE GEL,GARRAFA X 5 LT,0,208043.69400000002
2FGLG-01,HIDROFOLLAJE,45688,NV,FERTIRRIEGO,EX,MP GALAGRO,HIDROFOLLAJE,BULTO X 25 KG,0,339089.59800000006
1OGLG-05,HIDROFOLLAJE GEL,45688,NV,FOLIAR,EX,MP GALAGRO,HIDROFOLLAJE GEL,BIDON X 1 LT,0,48609.247500000012
2FGLG-03,HIDROINICIO,45688,NV,FERTIRRIEGO,EX,MP GALAGRO,HIDROINICIO,BULTO X 25 KG,0,313060.84299999999
2FGLG-04,HIDROINICIO GEL,45688,NV,FERTIRRIEGO,EX,MP GALAGRO,HIDROINICIO GEL,BIDON X 1 LT,0,52164.000000000007
2FGLG-05,HIDROINICIO GEL,45688,NV,FERTIRRIEGO,EX,MP GALAGRO,HIDROINICIO GEL,GARRAFA X 5 LT,0,176705.55
2FGLG-02,HIDROKOSECHA,45688,NV,FERTIRRIEGO,EX,MP GALAGRO,HIDROKOSECHA,BULTO X 25 KG,0,300788.25
2FGLG-06,HIDROKOSECHA GEL,45688,NV,FERTIRRIEGO,EX,MP GALAGRO,HIDROKOSECHA GEL,BIDON X 1 LT,0,49764.456000000006
8DGEN-01,HIPOCLORITO  DE SODIO,44587,DPV,DESINFECTANTE,EX,PQP,HIPOCLORITO  DE SODIO,CANECA X 20 LT,0.19,76785.669473684218
8DGEN-03,HIPOCLORITO CALCIO ,,DPV,DESINFECTANTE,CO,VARIOS,HIPOCLORITO CALCIO,CANECA X 40 KG,0.19,349600
8DATO-01,HIPOCLORITO CALCIO ,44579,DPV,DESINFECTANTE,CO,VARIOS,HIPOCLORITO CALCIO ,BOLSA X 1 KG,0.19,10777.142857142859
8DGEN-02,HIPOCLORITO CALCIO ,44488,DPV,DESINFECTANTE,CO,VARIOS,HIPOCLORITO CALCIO  ,CANECA X 45 KG,0.19,373750
1CACU-09,HIPOTENSOR SYS,44753,PC,COADYUVANTE,AL,SYS,HIPOTENSOR SYS LINEAL,BIDON X 1 LT,0.19,23480.904107205373
1CACU-11,HIPOTENSOR SYS,44743,PC,COADYUVANTE,AL,SYS,HIPOTENSOR SYS LINEAL,CANECA X 20 LT,0.19,362351.02199261973
1CACU-10,HIPOTENSOR SYS,44753,PC,COADYUVANTE,AL,SYS,HIPOTENSOR SYS LINEAL,GARRAFA X 4 LT,0.19,78730.506901966088
3MHOR-07,HORIBA ESTUCHE LAQUATWIN,44873,TN,MEDIDORES,EX,HORIBA,HORIBA ESTUCHE LAQUATWIN,UNIDAD,0.19,952941.17647058831
3MHOR-27,HORIBA KIT MEDIDOR SAVIA EXTRACTOR FILTROS,44873,TN,MEDIDORES,EX,HORIBA,HORIBA KIT MEDIDOR SAVIA EXTRACTOR FILTROS,UNIDAD,0.19,293882.3529411765
1RCLN-01,HORMONAGRO1,45017,BIA,REGULADOR,AL,COLINAGRO,HORMONAGRO No1 ,BOLSA X 1 KG,0,155859.07440400001
1RCLN-02,HORMONAGRO1,45017,BIA,REGULADOR,AL,COLINAGRO,HORMONAGRO No1 ,FRASCO X 100 GR,0,27629.531999999996
2FSVC-16,HORTICAL PK SC,45800,NV,FOLIAR,EX,SAVITOL,HORTICAL PK SC,BIDON X 1 LT,0,110988.8
2AGLG-02,HUMICAMPO 26,45688,BIA,ACOND SUELOS,EX,MP GALAGRO,HUMICAMPO 26,BIDON X 1 LT,0,46497.132000000005
2AGLG-03,HUMICAMPO 26,45688,BIA,ACOND SUELOS,EX,MP GALAGRO,HUMICAMPO 26,GARRAFA X 5 LT,0,207619.63200000004
2AGLG-04,HUMICAMPO 26,45688,BIA,ACOND SUELOS,EX,MP GALAGRO,HUMICAMPO 26,CANECA X 20 LT,0,730851.66
1IITR-05,IMPERIUS SC ,44662,PC,ACARICIDA,EX,INTEROC,IMPERIUS SC ,BIDON X 1 LT,0,267626.45321310597
1AOSM-02,IMPROVE,45017,NV,FOLIAR,EX,OSMOXYZ,IMPROVE,BIDON X 1 LT,0,52372.45728000001
1ACPF-35,INDUPLANT,46059,BIO,INDUCTOR,EX,CAMPOFERT,INDUPLANT,CANECA X 20 LT,0,1077013.333333333
1ACPF-11,INDUPLANT,44977,BIO,INDUCTOR,EX,CAMPOFERT,INDUPLANT X 1 LT,BIDON X 1 LT,0,56171.519999999997
1CCOS-06,INEX-A ,44977,PC,COADYUVANTE,DT,COSMOAGRO,INEX-A ,BIDON X 1 LT,0.19,40948.030368000007
1CCOS-07,INEX-A ,44977,PC,COADYUVANTE,DT,COSMOAGRO,INEX-A ,GARRAFA X 20 LT,0.19,816115.50720000034
1CCOS-08,INEX-A ,44977,PC,COADYUVANTE,DT,COSMOAGRO,INEX-A ,GARRAFA X 4 LT,0.19,163212.69888000001
1FBAY-44,INFINITO SC,44977,PC,FUNGICIDA,EX,BAYER,INFINITO SC,BIDON X 1 LT,0,164259.75263999999
1FBAY-49,INFINITO SC,44458,PC,FUNGICIDA,EX,BAYER,INFINITO SC,GARRAFA  X  5 LT,0,747732.85360000015
8PCRY-60,INGLES UNIVERSAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,INGLES UNIVERSAL,CAJA SACHETS 5 X 2000 UDS,0.19,241616.471448
1HINV-09,INTRUSO 380 SC,44655,PC,HERBICIDA,DT,INVESA,INTRUSO 380 SC,GALON X 4 LT,0,272789.37
1IINV-07,INVEPRID 350 SC,44977,PC,INSECTICIDA,DT,INVESA,INVEPRID 350 SC,BIDON X 1 LT,0,59074.487999999998
1IINV-06,INVEPRID 350 SC,45093,PC,INSECTICIDA,DT,INVESA,INVEPRID 350 SC,FRASCO X 250 CC,0,22637.637000000002
1IINV-02,INVETRINA 200 EC,44977,PC,INSECTICIDA,DT,INVESA,INVETRINA 200 EC,BIDON X 1 LT,0,27107.392500000005
1FINV-09,INVEZEB 80 WP,45747,PC,FUNGICIDA,DT,INVESA,INVEZEB 80 WP,BOLSA X 1 KG,0,25038.288000000004
2FCLN-02,IRRICOL FLORES Y FRUTOS ,45017,NV,FERTIRRIEGO,AL,COLINAGRO,IRRICOL FLORES Y FRUTOS ,BULTO X 25 KG,0,301770.61665882356
2FCLN-01,IRRICOL INICIO,45017,NV,FERTIRRIEGO,AL,COLINAGRO,IRRICOL INICIO,BULTO X 25 KG,0,385196.62047058827
8JSVC-03,JABOLAN CE,45436,BIO,JABON,EX,SAVITOL,JABOLAN CE,BIDON X 1 LT,0,51194.246400000004
1OACH-01,JOCKER H,44704,BIA,ACOND SUELOS,EX,FERTIORGAN,JOCKER H J&H SC,BIDON X 1 LT,0,33051.110399999998
1IBSF-30,KADRION SL,45901,PC,INSECTICIDA,EX,BASF,KADRION SL,BIDON X 1 LT,0,150271.99999999997
2SFER-04,KALIPHOS 04040,44770,NV,FERTIRRIEGO,DT,FERTINAGRO,KALIPHOS 0-40-40,BULTO X 25 KG,0,237187.5
1ICJP-10,KANEMITE 15 SC,45506,PC,ACARICIDA,DB,UPL,KANEMITE 15 SC,FRASCO X 500 CC,0,205290.85500000001
1ISYN-16,KARATE ZEON,45021,PC,INSECTICIDA,DB,SYNGENTA,KARATE ZEON,BIDON X 1 LT,0,136443.916
1FFDA-01,KASUMIN 2 % ,44572,PC,FUNGICIDA,DT,FEDEARROZ,KASUMIN 2 % ,BIDON X 1 LT,0,37079.288390274887
1FSUM-23,KATSU 5 EW,45370,PC,FUNGICIDA,AL,SUMMITAGRO,KATSU 5 EW,BIDON X 1 LT,0,419808.20210526319
1AACU-13, KELASYS CA ,,NV,FOLIAR,DT,SYS,KELASYS CA,BOLSA X 1 KG,0,27008.716000090026
1AACU-09, KELASYS CU ,,NV,MICROS,DT,SYS,KELASYS CU,BOLSA X 1 KG,0,35660.144520118862
1AACU-06, KELASYS FE ,,NV,MICROS,DT,SYS,KELASYS FE,BOLSA X 1 KG,0,30975.176400103253
1AACU-07, KELASYS MG ,,NV,FOLIAR,DT,SYS,KELASYS MG,BOLSA X 1 KG,0,28989.20920009663
1AACU-08, KELASYS MN ,,NV,MICROS,DT,SYS,KELASYS MN,BOLSA X 1 KG,0,28887.718860096295
1AACU-10, KELASYS ZN ,,NV,MICROS,DT,SYS,KELASYS ZN,BOLSA X 1 KG,0,32343.871560107804
1ACOS-08,KELATEX CU,44754,NV,MICROS,DT,COSMOAGRO,KELATEX CU,BOLSA X 1 KG,0,50280.734652631581
1ACOS-09,KELATEX FE,44977,NV,MICROS,DT,COSMOAGRO,KELATEX FE,BOLSA X 1 KG,0,51990.117726315788
1ACOS-11,KELATEX MN,44977,NV,MICROS,DT,COSMOAGRO,KELATEX MN,BOLSA X 1 KG,0,50931.87233684212
1ACOS-12,KELATEX ZN,44754,NV,MICROS,DT,COSMOAGRO,KELATEX ZN,BOLSA X 1 KG,0,50931.87233684212
1IBAY-03, KENDO SC ,45748,PC,ACARICIDA,EX,SUMMITAGRO,KENDO SC,BIDON X 1 LT,0,175651.20000000001
8PCRY-61,KEY FLORAL UNIVERSAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,KEY FLORAL UNIVERSAL,CAJA SACHETS 10 X 1000 UDS,0.19,238489.75322879999
1ASTO-34, KEYLATE CU ,45834,NV,MICROS,EX,CORTEVA,KEYLATE CU,GALON X 4 LT,0,184068.72021696001
1ASTO-13,KEYLATE FE,44834,NV,MICROS,EX,CORTEVA,KEYLATE FE,CANECA X 200 LT,0,8451565.3949999996
1ASTO-29,KEYLATE FE,,NV,MICROS,EX,CORTEVA,KEYLATE FE,CANECA X 20 LT,0,842817.48641999986
1ASTO-07,KEYLATE MG,45052,NV,FOLIAR,EX,CORTEVA,KEYLATE MG,BIDON X 1 LT,0,44563.318800000001
1ASTO-08,KEYLATE MG,45052,NV,FOLIAR,EX,CORTEVA,KEYLATE MG,GALON X 4 LT,0,169801.74120000002
1ASTO-03,KEYLATE MN,45052,NV,MICROS,EX,CORTEVA,KEYLATE MN,BIDON X 1 LT,0,51126.1296
1ASTO-09,KEYLATE ZN,45052,NV,MICROS,EX,CORTEVA,KEYLATE ZN,BIDON X 1 LT,0,53235.873600000006
1ACPF-23,KIBRIT,44966,NV,FOLIAR,EX,CAMPOFERT,KIBRIT,BIDON X 1 LT,0,80680.320000000007
2SMON-06,KIESERITA,,NV,EDAFICO,DT,PRECISAGRO,KIESERITA X 50 KG,BULTO X 50 KG,0,104710.13856000002
1AACH-01,KINETEX SC,44704,BIA,BIOESTIMULANTE,EX,FERTIORGAN,KINETEX SC,BIDON X 1 LT,0,189170.4
5RSYN-02,KLERAT ,44445,DPV,SALUD PUBLICA,DB,SYNGENTA,KLERAT ,SOBRE X 20 GR,0,3763.72
1ACLN-04,KLIP BORO,45052,NV,MICROS,AL,COLINAGRO,KLIP BORO,BOLSA X 1 KG,0.19,20084.854511764708
1ACLN-06,KLIP CALCIO BORO,45017,NV,FOLIAR,AL,COLINAGRO,KLIP CALCIO BORO,GARRAFA X 4 LT,0,80197.600862609979
