fecha,semana_iso,punto,producto,cantidad,precio_unitario,valor_cobrado,forma_pago,producto_receta,observaciones,fuente
2026-04-21,17,Viva Envigado,Bouquet Greenery,1,100000,100000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-21,17,Viva Envigado,Bouquet forever Dream pequeño,1,70000,70000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-21,17,Viva Envigado,Bouquet forever Dream pequeño,1,70000,70000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-21,17,Viva Envigado,Bouquet forever Dream pequeño,1,70000,70000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-21,17,Viva Envigado,Bouquet forever Dream pequeño,1,70000,70000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-21,17,Viva Envigado,Cosecha Grande,1,125000,125000,Transferencia,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-21,17,Viva Envigado,Dianthus coral,1,45000,40500,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-21,17,Viva Envigado,Dianthus coral,1,45000,40500,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-21,17,Viva Envigado,Green ball,1,40000,40000,Efectivo,Green ball (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-21,17,Viva Envigado,Green ball y mini green,1,40000,40000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-21,17,Viva Envigado,Green ball y mini green,1,40000,40000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-22,17,Viva Envigado,Bocas de dragon,1,50000,50000,Transferencia,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-22,17,Viva Envigado,Bocas de dragon,1,50000,50000,Datafono,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-22,17,Viva Envigado,Bocas de dragon,1,50000,50000,Datafono,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-22,17,Viva Envigado,Bouquet Greenery,1,100000,100000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-22,17,Viva Envigado,Bouquet Greenery,1,100000,85000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-22,17,Viva Envigado,Bouquet forever Dream mediano,1,100000,100000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-22,17,Viva Envigado,Cosecha Grande,1,125000,125000,Efectivo,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-22,17,Viva Envigado,Cosecha Pequeño,1,105000,105000,Datafono,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-22,17,Viva Envigado,Dianthus mini green,1,85000,85000,Efectivo,,Se vendió fue un Dianthus con Green ball en 60.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-22,17,Viva Envigado,Nigellas,2,40000,80000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-22,17,Viva Envigado,Nigellas,1,40000,34000,Efectivo,,Se le da descuento ya que se le cayeron varias flores y estaban algo caídas,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-23,17,Viva Envigado,Bouquet forever Dream grande,1,115000,115000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-23,17,Viva Envigado,Bouquet forever Dream pequeño,1,70000,70000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-23,17,Viva Envigado,Cosecha Grande,1,115000,115000,Efectivo,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-23,17,Viva Envigado,Cosecha Grande,1,115000,115000,Datafono,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-23,17,Viva Envigado,Cosecha Grande,1,115000,115000,Datafono,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-23,17,Viva Envigado,Cosecha Grande,1,125000,100000,Datafono,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-23,17,Viva Envigado,Cosecha Pequeño,1,105000,85000,Datafono,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-23,17,Viva Envigado,Cosecha Pequeño,1,105000,85000,Transferencia,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-23,17,Viva Envigado,Dianthus coral,1,45000,40000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-23,17,Viva Envigado,Dianthus coral,1,45000,45000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-23,17,Viva Envigado,Dianthus coral,1,45000,45000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-23,17,Viva Envigado,Dianthus coral,1,45000,45000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-23,17,Viva Envigado,Dianthus coral,1,60000,60000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-23,17,Viva Envigado,Green ball y mini green,1,40000,40000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-23,17,Viva Envigado,Green ball y mini green,1,40000,40000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-24,17,Viva Envigado,Bocas de dragon,2,50000,100000,Datafono,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-24,17,Viva Envigado,Bouquet forever Dream pequeño,1,70000,70000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-24,17,Viva Envigado,Bouquet forever Dream pequeño,1,70000,70000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-24,17,Viva Envigado,Bouquet petit,1,85000,85000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-24,17,Viva Envigado,Bouquet petit,1,85000,85000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-24,17,Viva Envigado,Cosecha Pequeño,1,105000,100000,Transferencia,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-24,17,Viva Envigado,Cosecha Pequeño,1,105000,105000,Datafono,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-24,17,Viva Envigado,Edicion Especial Lisianthus,1,95000,95000,Datafono,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-24,17,Viva Envigado,Edicion Especial Lisianthus,1,95000,95000,Efectivo,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-24,17,Viva Envigado,Green ball y mini green,1,40000,40000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-25,17,Viva Envigado,Bocas de dragon,1,50000,50000,Transferencia,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-25,17,Viva Envigado,Bocas de dragon,1,50000,50000,Datafono,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-25,17,Viva Envigado,Bocas de dragon,1,50000,50000,Transferencia,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-25,17,Viva Envigado,Bouquet Greenery,1,100000,95000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-25,17,Viva Envigado,Bouquet petit,1,85000,85000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-25,17,Viva Envigado,Cosecha Grande,1,125000,125000,Transferencia,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-25,17,Viva Envigado,Edicion Especial Lisianthus,1,95000,95000,Transferencia,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-25,17,Viva Envigado,Edicion Especial Lisianthus,1,95000,95000,Transferencia,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-26,17,Viva Envigado,Bocas de dragon,1,50000,0,Salida por daño,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-26,17,Viva Envigado,Bouquet Greenery,1,100000,0,Salida por daño,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-26,17,Viva Envigado,Bouquet forever Dream pequeño,1,70000,70000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-26,17,Viva Envigado,Bouquet petit,1,65000,65000,Datafono,,Se le cobra el petit 1 85.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-26,17,Viva Envigado,Cosecha Grande,1,125000,125000,Transferencia,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-26,17,Viva Envigado,Cosecha Grande,1,125000,125000,Datafono,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-26,17,Viva Envigado,Cosecha Pequeño,1,105000,105000,Efectivo,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-26,17,Viva Envigado,Cosecha Pequeño,1,105000,0,Salida por daño,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-26,17,Viva Envigado,Cosecha Pequeño,1,105000,105000,Transferencia,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-26,17,Viva Envigado,Dianthus mini green,1,85000,0,Salida por daño,,Dianthus con Celosias de 70.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-26,17,Viva Envigado,Green ball,1,40000,40000,Datafono,Green ball (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-26,17,Viva Envigado,Zinnias,1,50000,50000,Efectivo,,Se vendió 1 Dianthus con Green ball en 60.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-27,18,Viva Envigado,Bouquet petit,1,65000,65000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-27,18,Viva Envigado,Cosecha Grande,1,100000,100000,Transferencia,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-27,18,Viva Envigado,Cosecha Pequeño,1,70000,70000,Efectivo,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-28,18,Viva Envigado,Bocas de dragon,1,50000,50000,Transferencia,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-28,18,Viva Envigado,Bocas de dragon,1,50000,50000,Datafono,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-28,18,Viva Envigado,Bouquet Greenery,1,100000,95000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-28,18,Viva Envigado,Bouquet forever Dream mediano,1,100000,85000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-28,18,Viva Envigado,Bouquet forever Dream pequeño,1,70000,50000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-28,18,Viva Envigado,Bouquet forever Dream pequeño,1,70000,70000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-28,18,Viva Envigado,Dianthus coral,1,45000,45000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-28,18,Viva Envigado,Dianthus mini green,1,60000,55000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-28,18,Viva Envigado,Edicion Especial Lisianthus,1,95000,95000,Transferencia,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-28,18,Viva Envigado,Green ball y mini green,1,40000,40000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-29,18,Viva Envigado,Bocas de dragon,1,50000,50000,Transferencia,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-29,18,Viva Envigado,Bocas de dragon,1,50000,0,Online,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-29,18,Viva Envigado,Bocas de dragon,1,50000,0,Online,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-29,18,Viva Envigado,Bocas de dragon,1,50000,50000,Datafono,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-29,18,Viva Envigado,Celosias baby con follaje,1,75000,0,Online,,Celosias Dreams de 70.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-29,18,Viva Envigado,Celosias baby con follaje,1,75000,75000,Transferencia,,Se vende 1 Celosias Dreams en 75.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-29,18,Viva Envigado,Cosecha Grande,1,125000,125000,Efectivo,Cosecha Grande,Cliente pagó 100 en efectivo y 25 transferencia,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-29,18,Viva Envigado,Cosecha Grande,1,125000,125000,Transferencia,Cosecha Grande,Cliente para 100 de la cosecha ya que vio el catálogo con ese precio,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-29,18,Viva Envigado,Cosecha Grande,1,125000,125000,Efectivo,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-29,18,Viva Envigado,Cosecha Pequeño,1,105000,105000,Transferencia,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-29,18,Viva Envigado,Green ball,1,40000,0,Online,Green ball (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-29,18,Viva Envigado,Nigellas,1,40000,0,Online,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-29,18,Viva Envigado,Nigellas,1,40000,40000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-29,18,Viva Envigado,Zinnias,1,50000,50000,Efectivo,,Se vende Dianthus con Green ball en 60.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-29,18,Viva Envigado,Zinnias,1,50000,50000,Transferencia,,Se vende 1 Amaranto cascada en 55.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-30,18,Viva Envigado,Bocas de dragon,1,50000,50000,Transferencia,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-30,18,Viva Envigado,Cosecha Pequeño,1,105000,100000,Transferencia,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-30,18,Viva Envigado,Cosecha Pequeño,1,105000,100000,Transferencia,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-30,18,Viva Envigado,Edicion Especial Lisianthus,1,95000,95000,Transferencia,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-30,18,Viva Envigado,Edicion Especial Lisianthus,1,95000,95000,Transferencia,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-30,18,Viva Envigado,Edicion Especial Lisianthus,1,95000,95000,Datafono,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-04-30,18,Viva Envigado,Nigellas,1,40000,40000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Anemonas,1,65000,65000,Efectivo,,Dianthus con Campanulas en 70.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Bocas de dragon,1,50000,50000,Transferencia,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Bocas de dragon,1,50000,50000,Datafono,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Bocas de dragon,1,50000,50000,Datafono,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Bocas de dragon,1,50000,50000,Datafono,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Bocas de dragon,1,50000,45000,Transferencia,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Bouquet Greenery,1,100000,100000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Bouquet forever Dream grande,1,115000,115000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Bouquet petit,1,65000,65000,Efectivo,,"Se le dio descuento ya que llevada días y se le quitaron varias flores, era de 85.000 se le cobro 71.000","hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Celosias baby con follaje,1,75000,75000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Cosecha Grande,1,125000,125000,Transferencia,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Edicion Especial Lisianthus,1,95000,95000,Transferencia,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Green ball,1,40000,40000,Datafono,Green ball (paquete),Green ball con hortencias,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Zinnias,1,50000,50000,Transferencia,,Dianthus con Green ball 60.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Zinnias,1,50000,50000,Transferencia,,Dianthus con Green ball 60.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-01,18,Viva Envigado,Zinnias,1,50000,50000,Transferencia,,Dianthus con green ball 60.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-03,18,Viva Envigado,Bouquet forever Dream mediano,1,100000,100000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-03,18,Viva Envigado,Bouquet forever Dream pequeño,1,70000,70000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-03,18,Viva Envigado,Bouquet petit,1,85000,85000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-03,18,Viva Envigado,Bouquet petit,1,65000,65000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-03,18,Viva Envigado,Dianthus coral,1,60000,60000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-03,18,Viva Envigado,Dianthus coral,1,60000,60000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-03,18,Viva Envigado,Green ball,1,40000,40000,Datafono,Green ball (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-03,18,Viva Envigado,Green ball y mini green,1,40000,40000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-04,19,Viva Envigado,Bocas de dragon,1,50000,50000,Efectivo,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-04,19,Viva Envigado,Bouquet forever Dream mediano,1,100000,100000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-04,19,Viva Envigado,Bouquet petit,1,65000,0,Salida por daño,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-04,19,Viva Envigado,Green ball,1,40000,40000,Transferencia,Green ball (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-04,19,Viva Envigado,Green ball,1,40000,40000,Efectivo,Green ball (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Bocas de dragon,1,50000,50000,Efectivo,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Bocas de dragon,1,50000,0,Online,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Bouquet Greenery,1,100000,0,Salida por daño,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Bouquet Greenery,1,100000,100000,Transferencia,,Se vendió en 85,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Bouquet Greenery,1,100000,100000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Bouquet forever Dream pequeño,1,70000,0,Online,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Bouquet forever Dream pequeño,1,70000,0,Online,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Bouquet petit,1,65000,0,Salida por daño,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Cosecha Pequeño,5,105000,0,Salida por daño,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Cosecha Pequeño,1,105000,89250,Efectivo,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Dianthus coral,3,45000,0,Salida por daño,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Dianthus coral,1,45000,36000,Datafono,,Se vendió en 70,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Edicion Especial Lisianthus,1,95000,76000,Datafono,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Edicion Especial Lisianthus,1,95000,95000,Datafono,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Edicion Especial Lisianthus,2,95000,190000,Transferencia,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-05,19,Viva Envigado,Nigellas,1,40000,40000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Bocas de dragon,1,50000,50000,Efectivo,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Bocas de dragon,1,50000,0,Salida por daño,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Bouquet forever Dream mediano,1,120000,120000,Transferencia,,Se vende en 100.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Bouquet forever Dream pequeño,1,85000,85000,Efectivo,,Se vende en 70.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Bouquet mamá de los sueños grande,1,180000,180000,Datafono,,Mamá de los sueños grande 180.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Bouquet mamá de los sueños petit,1,90000,90000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Bouquet petit,1,65000,65000,Transferencia,,Se cobra 85.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Bouquet petit,1,65000,65000,Transferencia,,Se cobra 85.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Cosecha Grande,1,125000,125000,Transferencia,Cosecha Grande,Se vendió mamá de los sueños grande en 180.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Cosecha Grande,1,125000,0,Salida por daño,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Cosecha Pequeño,1,105000,0,Online,Cosecha Pequeño,Mama de los sueños mediano,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Dianthus y green ball,1,60000,60000,Transferencia,,Se vendió 1 dianthus con green ball en 60.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Dianthus y green ball,1,60000,60000,Transferencia,,Se vendió 1 Dianthus con green ball 60.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Dianthus y green ball,1,60000,51000,Datafono,,Se vendió 1 Dianthus con green ball de 60.000 con descuento,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Dianthus y green ball,1,60000,60000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Dianthus y green ball,1,60000,54000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Florero mediano,1,110000,110000,Transferencia,,Se vendió jarrón  pequeño 100.000,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-06,19,Viva Envigado,Green ball,1,40000,0,Salida por daño,Green ball (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-07,19,Online,Bouquet forever Dream mediano,1,120000,120000,Transferencia,,FE-1323,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-07,19,Online,Bouquet forever Dream pequeño,1,85000,85000,Transferencia,,FE-1367,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-07,19,Online,Bouquet forever Dream pequeño,1,85000,85000,Transferencia,,FE-1320,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-05-07,19,Online,Bouquet mamá de los sueños grande,1,180000,180000,Transferencia,,FE-1349,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
