fecha,semana_iso,punto,producto,cantidad,precio_unitario,valor_cobrado,forma_pago,producto_receta,observaciones,fuente
2026-07-19,29,Jardines,Paquete amaranto cascada verde,1,40000,40000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-19,29,Jardines,Paquete amaranto cascada verde,1,40000,40000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-19,29,Jardines,Sobres,1,9500,9500,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-19,29,Jardines,Sobres,1,9500,9500,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-19,29,Jardines,Statice ruso con statice,1,45000,45000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-19,29,Jardines,Strawflower dream mix,1,40000,0,Salida por daño,Strawflower dream mix,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-19,29,San Lucas,Bocas de dragon,1,38000,38000,Transferencia,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-19,29,San Lucas,Bocas de dragon y statice,1,45000,45000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-19,29,San Lucas,Bocas de dragon y statice,2,45000,90000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-19,29,San Lucas,Cosecha Grande,1,125000,125000,Datafono,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-19,29,San Lucas,Paquete celosias dream mix,1,50000,50000,Datafono,Paquete celosias dream mix,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-19,29,Tesoro,Bocas de dragon y statice,2,45000,90000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-19,29,Tesoro,Paquete ammi majus,1,45000,0,Salida por daño,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-19,29,Tesoro,Paquete celosias cristata y statice,1,57000,0,Salida por daño,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-19,29,Tesoro,Paquete lisianthus solo,2,50000,0,Salida por daño,Paquete lisianthus solo,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Jardines,Bocas de dragon,1,38000,38000,Efectivo,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Jardines,Bocas de dragon,1,38000,38000,Efectivo,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Jardines,Bocas de dragon y statice,2,45000,90000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Jardines,Bocas de dragon y statice,1,45000,42750,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Jardines,Bocas de dragon y statice,1,45000,45000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Jardines,Bouquet forever Dream grande,1,140000,140000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Jardines,Bouquet forever Dream pequeño,1,85000,85000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Jardines,Bouquet forever Dream pequeño,1,85000,85000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Jardines,Cosecha Pequeño,1,105000,105000,Efectivo,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Jardines,Green ball con statice,1,45000,45000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Jardines,Paquete statice lilac dreams,1,40000,40000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Jardines,Paquete statice lilac dreams,1,40000,38000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,San Lucas,Green ball con statice,1,45000,0,Salida por daño,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,San Lucas,Paquete celosias cristata y statice,2,57000,0,Salida por daño,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,San Lucas,Paquete celosias dream mix,1,50000,45000,Datafono,Paquete celosias dream mix,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,San Lucas,Paquete de lisianthus solo,1,60000,60000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,San Lucas,Paquete de lisianthus solo,1,60000,54000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,San Lucas,Statice ruso con statice,1,45000,40500,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,San Lucas,Statice ruso con statice,2,45000,0,Salida por daño,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Tesoro,Bocas de dragon,1,38000,38000,Efectivo,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Tesoro,Cosecha Grande,1,125000,125000,Transferencia,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Tesoro,Edicion Especial Lisianthus,1,75000,75000,Datafono,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-20,30,Tesoro,Edicion Especial Lisianthus,1,75000,75000,Datafono,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Online,Bocas de dragon y statice,1,45000,45000,Transferencia,,FE-1822,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Online,Bocas de dragon y statice,1,45000,45000,Transferencia,,FE-1825,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Online,Bouquet forever Dream pequeño,1,85000,85000,Transferencia,,FE-1822,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Online,Cosecha Grande,1,125000,125000,Transferencia,Cosecha Grande,FE-1816,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Online,Cosecha Grande,1,125000,125000,Transferencia,Cosecha Grande,FE-1819,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Online,Cosecha Grande,6,125000,637500,Transferencia,Cosecha Grande,FE-1821,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Online,Cosecha Pequeño,1,105000,105000,Transferencia,Cosecha Pequeño,FE-1818,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Online,Cosecha Pequeño,1,105000,105000,Transferencia,Cosecha Pequeño,FE-1824,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Online,Cosecha Pequeño,1,105000,0,Obsequio,Cosecha Pequeño,Prueba E,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Online,Dream Big,1,270000,270000,Transferencia,Dream Big,FE-1820,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Online,Paquete celosias dream mix,1,50000,50000,Transferencia,Paquete celosias dream mix,FE-1826,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Online,Paquete gomphrenas rose,1,45000,45000,Transferencia,,FE-1826,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Online,Paquete lisianthus solo,2,50000,100000,Transferencia,Paquete lisianthus solo,FE-1823,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Online,Paquete lisianthus solo,1,50000,50000,Transferencia,Paquete lisianthus solo,FE-1826,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,San Lucas,Bocas de dragon,1,38000,38000,Efectivo,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,San Lucas,Cosecha Grande,1,125000,0,Online,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,San Lucas,Cosecha Pequeño,1,105000,0,Online,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,San Lucas,Esparragos con ammi,1,45000,45000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,San Lucas,Paquete celosias cristata y statice,3,57000,0,Salida por daño,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,San Lucas,Statice ruso con statice,3,45000,0,Salida por daño,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Tesoro,Amaranto cascada,1,45000,0,Salida por daño,Amaranto cascada (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Tesoro,Bocas de dragon,1,38000,32300,Transferencia,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Tesoro,Edicion Especial Lisianthus,1,75000,75000,Efectivo,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Tesoro,Paquete celosias dream mix,1,50000,50000,Transferencia,Paquete celosias dream mix,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-21,30,Tesoro,Statice ruso con statice,2,45000,0,Salida por daño,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Jardines,Amaranto cascada,1,45000,0,Salida por daño,Amaranto cascada (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Jardines,Bocas de dragon,2,38000,0,Salida por daño,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Jardines,Bocas de dragon y plumas,1,50000,50000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Jardines,Celosias plumosas,1,50000,40000,Datafono,Celosias plumosas,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Jardines,Cosecha Grande,1,125000,125000,Datafono,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Jardines,Cosecha Grande,1,125000,125000,Efectivo,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Jardines,Cosecha Pequeño,1,105000,105000,Datafono,Cosecha Pequeño,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Jardines,Edicion Especial Lisianthus,1,75000,60000,Datafono,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Jardines,Edicion Especial Lisianthus,1,75000,67500,Transferencia,Edicion Especial Lisianthus,Blanco,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Jardines,Paquete celosias cristata y green ball,1,70000,70000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Jardines,Paquete lisianthus solo,1,50000,50000,Datafono,Paquete lisianthus solo,54000 Con descuento,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Jardines,Paquete statice dream mix,1,40000,40000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Online,Amaranto cascada,1,45000,45000,Transferencia,Amaranto cascada (paquete),FE-1834,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Online,Bocas de dragon,1,38000,38000,Transferencia,Bocas de dragón (paquete),FE-1828,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Online,Bouquet forever Dream grande,1,140000,140000,Transferencia,,FE-1829,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Online,Celosias plumosas,1,50000,50000,Transferencia,Celosias plumosas,FE-1828,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Online,Celosias plumosas,1,50000,50000,Transferencia,Celosias plumosas,FE-1829,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Online,Cosecha Grande,1,125000,125000,Transferencia,Cosecha Grande,FE-1832,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Online,Cosecha Grande,1,125000,125000,Transferencia,Cosecha Grande,FE-1833,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Online,Edicion Especial Lisianthus,1,75000,75000,Transferencia,Edicion Especial Lisianthus,FE-1834,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Online,Event celosias dream,1,38250,38250,Transferencia,,FE-1831,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Online,Event dahlias 10 tallos,1,60000,60000,Transferencia,,FE-1831,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Online,Event strawflower dreams 10 tallos,1,38250,38250,Transferencia,,FE-1831,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Online,Event zinnias 10 tallos,1,45000,45000,Transferencia,,FE-1831,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,Online,Matricaria,1,45000,45000,Transferencia,,FE-1830,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,San Lucas,Amaranto cascada,1,45000,0,Online,Amaranto cascada (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,San Lucas,Bocas de dragon y plumas,1,50000,0,Online,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,San Lucas,Bocas de dragon y plumas,1,50000,50000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,San Lucas,Bocas de dragon y statice,1,45000,45000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,San Lucas,Cosecha Grande,1,125000,0,Online,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,San Lucas,Edicion Especial Lisianthus,1,75000,75000,Datafono,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,San Lucas,Edicion Especial Lisianthus,1,75000,0,Online,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-22,30,San Lucas,Green ball,1,40000,40000,Datafono,Green ball (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,Jardines,Bocas de dragon,1,38000,38000,Efectivo,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,Online,Bocas de dragon,2,38000,76000,Transferencia,Bocas de dragón (paquete),FE-1836,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,Online,Bocas de dragon y plumas,1,50000,50000,Transferencia,,FE-1835,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,Online,Centro de mesa grande,3,235000,705000,Transferencia,,FE-1837,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,Online,Centro de mesa pequeño,6,145000,870000,Transferencia,Centro de mesa pequeño,FE-1837,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,Online,Cosecha Grande,1,125000,106250,Transferencia,Cosecha Grande,FE-1840,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,Online,Edicion Especial Lisianthus,1,75000,75000,Transferencia,Edicion Especial Lisianthus,FE-1835,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,Online,Edicion Especial Lisianthus,1,75000,0,Transferencia,Edicion Especial Lisianthus,Prueba E,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,Online,Gomphrenas,1,45000,0,Transferencia,Gomphrenas (paquete grande),Prueba E,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,San Lucas,Bocas de dragon,1,38000,38000,Efectivo,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,San Lucas,Bocas de dragon,2,38000,0,Online,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,San Lucas,Edicion Especial Lisianthus,1,75000,75000,Datafono,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,San Lucas,Esparragos con ammi,1,45000,45000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,San Lucas,Esparragos con ammi,1,45000,45000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,San Lucas,Statice ruso con statice,1,45000,45000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,Tesoro,Bocas de dragon,1,38000,32300,Efectivo,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,Tesoro,Bocas de dragon,1,38000,38000,Efectivo,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,Tesoro,Celosias plumosas,1,50000,50000,Transferencia,Celosias plumosas,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,Tesoro,Edicion Especial Lisianthus,1,75000,56250,Transferencia,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,Tesoro,Esparragos con ammi,1,45000,45000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-23,30,Tesoro,Paquete celosias cristata y green ball,1,70000,70000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Bocas de dragon,1,38000,0,Salida por daño,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Bocas de dragon,2,38000,76000,Datafono,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Bocas de dragon y statice,1,45000,45000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Bocas de dragon y statice,1,45000,40500,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Bocas de dragon y statice,1,45000,45000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Bouquet forever Dream pequeño,1,85000,85000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Bouquet forever Dream pequeño,1,85000,85000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Bouquet forever Dream pequeño,1,85000,85000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Edicion Especial Lisianthus,1,75000,75000,Efectivo,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Edicion Especial Lisianthus,1,75000,75000,Datafono,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Edicion Especial Lisianthus,1,75000,75000,Transferencia,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Edicion Especial Lisianthus,1,75000,67500,Transferencia,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Paquete celosias cristata y green ball,1,70000,70000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Paquete lisianthus solo,1,50000,0,Salida por daño,Paquete lisianthus solo,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Paquete lisianthus solo,1,50000,42500,Efectivo,Paquete lisianthus solo,42000 con 30% descuento,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Paquete statice lilac dreams,1,40000,40000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Paquete statice lilac dreams,1,40000,40000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Jardines,Zinnias,1,50000,50000,Datafono,,dusty,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Online,Cosecha Pequeño,1,105000,105000,Transferencia,Cosecha Pequeño,FE-1843,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Online,Dream Big blanco,1,270000,270000,Transferencia,,FE-1841,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Online,Dream majesty,1,400000,400000,Transferencia,,FE-1841,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Online,Edicion Especial Lisianthus,1,75000,75000,Transferencia,Edicion Especial Lisianthus,FE-1846,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Online,Edicion especial lisianthus,1,75000,75000,Transferencia,Edicion Especial Lisianthus,FE-1845,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Online,Greenery con lisianthus,1,75000,75000,Transferencia,,FE-1844,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Online,Matricaria,1,45000,45000,Transferencia,,FE-1846,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Online,Paquete celosias dream mix,1,50000,50000,Transferencia,Paquete celosias dream mix,FE-1842,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Online,Paquete gomphenas salmon rose,1,45000,45000,Transferencia,Paquete gomphenas salmon rose,FE-1846,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,San Lucas,Bocas de dragon y plumas,1,50000,50000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,San Lucas,Bocas de dragon y plumas,1,50000,50000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,San Lucas,Bocas de dragon y plumas,1,50000,50000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,San Lucas,Bocas de dragon y plumas,1,50000,50000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,San Lucas,Bocas de dragon y statice,2,45000,0,Salida por daño,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,San Lucas,Bouquet forever Dream grande,1,140000,140000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,San Lucas,Cosecha Grande,1,125000,125000,Transferencia,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,San Lucas,Paquete de lisianthus solo,1,60000,54000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-24,30,Tesoro,Paquete statice pink dreams,1,40000,40000,Datafono,Paquete statice pink dreams,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Bocas de dragon,1,38000,38000,Efectivo,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Bocas de dragon,1,38000,38000,Transferencia,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Bocas de dragon,1,38000,38000,Datafono,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Bocas de dragon,1,38000,38000,Transferencia,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Bocas de dragon,1,38000,38000,Datafono,Bocas de dragón (paquete),,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Bocas de dragon y plumas,1,50000,45000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Bocas de dragon y statice,1,45000,40500,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Cosecha Grande,1,125000,125000,Datafono,Cosecha Grande,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Edicion Especial Lisianthus,1,75000,75000,Datafono,Edicion Especial Lisianthus,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Paquete ammi majus,1,45000,45000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Paquete ammi majus,2,45000,90000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Paquete celosias dream mix,1,50000,50000,Transferencia,Paquete celosias dream mix,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Paquete lisianthus solo,1,50000,0,Salida por daño,Paquete lisianthus solo,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Paquete matricarias snowball,1,40000,40000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Paquete matricarias snowball,1,40000,40000,Efectivo,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Paquete matricarias snowball,1,40000,40000,Transferencia,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Paquete matricarias snowball,1,40000,40000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Paquete statice lilac dreams,1,40000,0,Salida por daño,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Zinnias,1,50000,50000,Datafono,,,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Jardines,Zinnias,1,50000,50000,Transferencia,,dusty,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Online,Event ammi majus 10 tallos,1,38000,38000,Transferencia,,FE-1827,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
2026-07-25,30,Online,Event bocas de dragon 10 tallos,2,32300,64600,Transferencia,,FE-1827,"hojas de punto de venta, cuenta poscdreamscanbloom (Drive)"
