semana_iso,anio,producto,grupo,bloque,plantas,tallos_estimados,calidad_dato,origen
43,2026,QIS Carmine,Gomphrena,5,1728,864,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,QIS Carmine,Gomphrena,5,1662,831,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,Quis Pink,Gomphrena,4A y 4B y 2,1508,754,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,MB Madame Butterfly,Boca de Dragón MB,4B,1395,698,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,MB Ivory,Boca de Dragón MB,4B,1395,698,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,Snapdragon Opus Red,Boca de Dragón,4A,2016,672,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,Campanula Champion White,Campanula,4B,1918,639,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,Snapdragon Opus Lavender,Boca de Dragón,4B+3B,1918,639,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,Snapdragon Opus Lavender,Boca de Dragón,3B,1918,639,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,Dianthus Green Ball,Green Ball,3A,1600,533,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,Ammi Majus,Ammi,6 EXT,1370,514,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,Cannes Red,Boca de Dragón,3A,1527,509,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,Matricaria Snowball,Matricaria,4B,822,411,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,Strawflower Cranberry Rose,Strawflower,6 EXT,400,400,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,Lisianthus Blanco,Lisianthus,3B,1042,347,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,Snapdragon Opus Fresh,Boca de Dragón,4B+3B,576,192,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,Snapdragon Opus Fresh,Boca de Dragón,3B,548,183,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,Lisianthus Blanco,Lisianthus,3B,286,95,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
43,2026,Strawflower King Size Red,Strawflower,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
43,2026,Strawflower Copper Red,Strawflower,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
43,2026,Achillea Cerise Queen,Orlaya,3B parte baja,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
43,2026,Achillea Cloth of God,Orlaya,3B parte baja,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
43,2026,Lisianthus Blanco,Lisianthus,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
43,2026,Strawflower Vintage White,Strawflower,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
44,2026,Trachelium White,Trachellium,5+3C,1900,3800,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Dusty New Look,Dusty Miller,5,864,2304,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Statice Hipster Apricot,Limonium,4C+,1838,1838,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Strawflower Cranberry Rose,Strawflower,6 EXT,1800,1800,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Forever Silver,Statice,3C,1647,1098,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Strawflower Vintage White,Strawflower,6 EXT,881,881,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,QIS Carmine,Gomphrena,5,1662,831,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Quis Pink,Gomphrena,4A y 4B y 2,1508,754,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Limonium Quis Lavender,Limonium,2,673,673,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Snapdragon Opus Red,Boca de Dragón,4A,2016,672,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Snapdragon Monaco Plumblossom,Boca de Dragón,4A,2016,672,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Snapdragon Opus Lavender,Boca de Dragón,4B+3B,1918,639,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Snapdragon Opus Lavender,Boca de Dragón,3B,1918,639,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Snapdragon Plumblossom,Boca de Dragón,4B,1918,639,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Dianthus Green Ball,Green Ball,3A,1600,533,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Ammi Majus,Ammi,6 EXT,1370,514,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Snapdragon Opus White Fresh,Boca de Dragón,4A,1440,480,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Strawflower Cranberry Rose,Strawflower,6 EXT,400,400,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Snapdragon Opus Fresh,Boca de Dragón,4B+3B,576,192,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Snapdragon Monaco Dark Pink,Boca de Dragón,4A,576,192,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Snapdragon Opus Fresh,Boca de Dragón,3B,548,183,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Lisianthus Blanco,Lisianthus,3B,286,95,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
44,2026,Strawflower King Size Red,Strawflower,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
44,2026,Strawflower Copper Red,Strawflower,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
44,2026,Achillea Cerise Queen,Orlaya,3B parte baja,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
44,2026,Achillea Cloth of God,Orlaya,3B parte baja,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
44,2026,Lisianthus Blanco,Lisianthus,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
44,2026,Strawflower Vintage White,Strawflower,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
45,2026,Trachelium White,Trachellium,5+3C,1900,3800,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Dusty New Look,Dusty Miller,5,864,2304,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Statice Hipster Apricot,Limonium,4C+,1838,1838,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Strawflower Cranberry Rose,Strawflower,6 EXT,1800,1800,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Forever Silver,Statice,3C,1647,1098,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Strawflower Vintage White,Strawflower,6 EXT,881,881,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,QIS Carmine,Gomphrena,5,1662,831,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Quis Pink,Gomphrena,4A y 4B y 2,1508,754,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Limonium Quis Lavender,Limonium,2,673,673,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Snapdragon Opus Red,Boca de Dragón,4A,2016,672,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Snapdragon Monaco Plumblossom,Boca de Dragón,4A,2016,672,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Ammi Majus,Ammi,6,1728,648,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Snapdragon Opus Lavender,Boca de Dragón,3B,1918,639,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Snapdragon Plumblossom,Boca de Dragón,4B,1918,639,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Dianthus Green Ball,Green Ball,3A,1600,533,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Ammi Majus,Ammi,6 EXT,1370,514,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Snapdragon Opus White Fresh,Boca de Dragón,4A,1440,480,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Campanula Champion Pink,Campanula,4B,1370,457,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,QIS Red,Gomphrena,3B,822,411,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Strawflower Cranberry Rose,Strawflower,6 EXT,400,400,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,QIS Orange,Gomphrena,3B,464,232,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Snapdragon Monaco Dark Pink,Boca de Dragón,4A,576,192,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Snapdragon Opus Fresh,Boca de Dragón,3B,548,183,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Lisianthus Blanco,Lisianthus,3B,286,95,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
45,2026,Strawflower King Size Red,Strawflower,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
45,2026,Strawflower Copper Red,Strawflower,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
45,2026,Lisianthus Blanco,Lisianthus,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
45,2026,Strawflower Vintage White,Strawflower,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
46,2026,Trachelium White,Trachellium,5+3C,1900,3800,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Statice Hipster Apricot,Limonium,4C+,1838,1838,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Strawflower Cranberry Rose,Strawflower,6 EXT,1800,1800,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Forever Silver,Statice,3C,1647,1098,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Matricaria Snowball,Matricaria,3A,2016,1008,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Potomac Appleblossom,Boca de Dragón,(por asignar),3014,1005,estimado: plantas x tallos-planta / semanas de ventana,BALL entrega sem37
46,2026,Gomphrena Carmine,Gomphrena,3B,1918,959,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Gomphrena Quis Red,Gomphrena,3B,1918,959,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Strawflower Vintage White,Strawflower,6 EXT,881,881,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Limonium Quis Lavender,Limonium,2,673,673,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Snapdragon Monaco Plumblossom,Boca de Dragón,4A,2016,672,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Ammi Majus,Ammi,6,1728,648,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Snapdragon Plumblossom,Boca de Dragón,4B,1918,639,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Campanula champion White,Campanula,3A,1644,548,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Snapdragon Opus White Fresh,Boca de Dragón,4A,1440,480,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Campanula Champion Pink,Campanula,4B,1370,457,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,QIS Red,Gomphrena,3B,822,411,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Strawflower Cranberry Rose,Strawflower,6 EXT,400,400,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,QIS Orange,Gomphrena,3B,464,232,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Snapdragon Monaco Dark Pink,Boca de Dragón,4A,576,192,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
46,2026,Strawflower King Size Red,Strawflower,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
46,2026,Strawflower Copper Red,Strawflower,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
46,2026,Lisianthus Blanco,Lisianthus,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
46,2026,Strawflower Vintage White,Strawflower,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
46,2026,Dianthus Sweet Cherry,Dianthus,3A,2016,SIN_DATO,sin tallos-planta en ciclos_variedad.csv,CAMPO (ya sembrado)
47,2026,Statice Hipster Apricot,Limonium,4C+,1838,1838,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Strawflower Cranberry Rose,Strawflower,6 EXT,1800,1800,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Dusty New Look,Dusty Miller,3B,648,1728,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Dusty Miller,Dusty Miller,5,432,1152,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Forever Silver,Statice,3C,1647,1098,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Matricaria Snowball,Matricaria,3A,2016,1008,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Potomac Appleblossom,Boca de Dragón,(por asignar),3014,1005,estimado: plantas x tallos-planta / semanas de ventana,BALL entrega sem37
47,2026,Gomphrena Carmine,Gomphrena,3B,1918,959,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Gomphrena Quis Red,Gomphrena,3B,1918,959,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Strawflower Vintage White,Strawflower,6 EXT,881,881,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Limonium Quis Lavender,Limonium,2,673,673,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Ammi Majus,Ammi,6,1728,648,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Ammi Majus,Ammi,6,1728,648,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Potomac Appleblossom,Boca de Dragón,(por asignar),1918,639,estimado: plantas x tallos-planta / semanas de ventana,BALL entrega sem38
47,2026,Campanula champion White,Campanula,3A,1644,548,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Sunflower Pro Cut Red,Girasol,Mini,1440,480,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Campanula Champion Pink,Campanula,4B,1370,457,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,QIS Red,Gomphrena,3B,822,411,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Strawflower Cranberry Rose,Strawflower,6 EXT,400,400,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Girasol Pro Cut Red,Girasol,3A,1152,384,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,QIS Orange,Gomphrena,3B,464,232,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
47,2026,Lisianthus Blanco,Lisianthus,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
47,2026,Strawflower Vintage White,Strawflower,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
47,2026,Dianthus Sweet Cherry,Dianthus,3A,2016,SIN_DATO,sin tallos-planta en ciclos_variedad.csv,CAMPO (ya sembrado)
48,2026,Statice Hipster Apricot,Limonium,4C+,1838,1838,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Strawflower Cranberry Rose,Strawflower,6 EXT,1800,1800,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Dusty New Look,Dusty Miller,3B,648,1728,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Dusty Miller,Dusty Miller,5,432,1152,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Potomac Appleblossom,Boca de Dragón,(por asignar),3014,1005,estimado: plantas x tallos-planta / semanas de ventana,BALL entrega sem37
48,2026,Gomphrena Carmine,Gomphrena,3B,1918,959,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Gomphrena Quis Red,Gomphrena,3B,1918,959,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Strawflower Vintage White,Strawflower,6 EXT,881,881,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Limonium Quis Lavender,Limonium,2,673,673,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Ammi Majus,Ammi,6,1728,648,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Ammi Majus,Ammi,6,1728,648,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Potomac Appleblossom,Boca de Dragón,(por asignar),1918,639,estimado: plantas x tallos-planta / semanas de ventana,BALL entrega sem38
48,2026,Campanula champion White,Campanula,3A,1644,548,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Campanulas Champion White,Campanula,5,1644,548,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Sunflower Pro Cut Red,Girasol,Mini,1440,480,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Campanulas Champion Pink,Campanula,5,1370,457,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Opus Fresh,Boca de Dragón,(por asignar),1370,457,estimado: plantas x tallos-planta / semanas de ventana,BALL entrega sem39
48,2026,QIS Red,Gomphrena,3B,822,411,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Strawflower Cranberry Rose,Strawflower,6 EXT,400,400,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Girasol Pro Cut Red,Girasol,3A,1152,384,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,QIS Orange,Gomphrena,3B,464,232,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
48,2026,Lisianthus Blanco,Lisianthus,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
48,2026,Strawflower Vintage White,Strawflower,3B,SIN_DATO,SIN_DATO,sin numero de plantas registrado,CAMPO (ya sembrado)
48,2026,Dianthus Sweet Cherry,Dianthus,3A,2016,SIN_DATO,sin tallos-planta en ciclos_variedad.csv,CAMPO (ya sembrado)
48,2026,Dianthus Sweet Cherry,Dianthus,4C+3C,2016,SIN_DATO,sin tallos-planta en ciclos_variedad.csv,CAMPO (ya sembrado)
49,2026,Statice Hipster Apricot,Limonium,4C+,1838,1838,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
49,2026,Dusty New Look,Dusty Miller,3B,648,1728,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
49,2026,Dusty Miller,Dusty Miller,5,432,1152,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
49,2026,Campanula White,Campanula,(por asignar),3014,1005,estimado: plantas x tallos-planta / semanas de ventana,BALL entrega sem37
49,2026,Statice Hipster Apricot,Statice,3A,1000,1000,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
49,2026,Gomphrena Carmine,Gomphrena,3B,1918,959,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
49,2026,Gomphrena Quis Red,Gomphrena,3B,1918,959,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
49,2026,Limonium Quis Lavender,Limonium,2,673,673,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
49,2026,Ammi Majus,Ammi,6,1728,648,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
49,2026,Potomac Appleblossom,Boca de Dragón,(por asignar),1918,639,estimado: plantas x tallos-planta / semanas de ventana,BALL entrega sem38
49,2026,Potomac Appleblossom,Boca de Dragón,(por asignar),1918,639,estimado: plantas x tallos-planta / semanas de ventana,BALL entrega sem40
49,2026,Campanulas Champion White,Campanula,5,1644,548,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
49,2026,Green Ball,Green Ball,4C,1600,533,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
49,2026,Girasol Pro Cut Red,Girasol,(por asignar),1520,507,estimado: plantas x tallos-planta / semanas de ventana,BALL entrega sem37
49,2026,Sunflower Pro Cut Red,Girasol,Mini,1440,480,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
49,2026,Campanulas Champion Pink,Campanula,5,1370,457,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
49,2026,Opus Fresh,Boca de Dragón,(por asignar),1370,457,estimado: plantas x tallos-planta / semanas de ventana,BALL entrega sem39
49,2026,Opus Fresh,Boca de Dragón,(por asignar),1370,457,estimado: plantas x tallos-planta / semanas de ventana,BALL entrega sem40
49,2026,QIS Red,Gomphrena,3B,822,411,estimado: plantas x tallos-planta / semanas de ventana,CAMPO (ya sembrado)
